deposit_id,user_id,deposit_date,amount_eur,payment_method,status
D719048,U142052,2026-02-04,2531.17,Bank Transfer,Completed
D719049,U146162,2025-05-19,2347.36,Card,Completed
D719050,U147399,2025-07-18,233.56,Card,Completed
D719051,U117205,2025-10-01,111.44,Bank Transfer,Completed
D719052,U128904,2026-01-11,121.15,Bank Transfer,Completed
D719053,U106691,2025-11-02,93.79,Card,Completed
D719054,U108623,2025-08-28,55.5,Google Pay,Completed
D719055,U126124,2026-03-25,750.06,Apple Pay,Failed
D719056,U133346,2025-09-25,434.28,Bank Transfer,Pending
D719057,U104290,2026-04-16,284.21,Bank Transfer,Completed
D719058,U149048,2026-04-22,542.41,Card,Completed
D719059,U132518,2026-03-08,46.82,Bank Transfer,Failed
D719060,U139176,2026-05-31,536.33,Card,Completed
D719061,U100891,2025-06-07,320.25,Google Pay,Completed
D719062,U147750,2026-04-06,1292.62,Bank Transfer,Completed
D719063,U135217,2025-04-30,218.72,Card,Completed
D719064,U128903,2026-04-11,38.52,Apple Pay,Failed
D719065,U140541,2026-08-17,52.34,Bank Transfer,Completed
D719066,U140062,2026-06-25,152.68,Bank Transfer,Completed
D719067,U148135,2025-02-16,849.02,Bank Transfer,Completed
D719068,U136682,2025-12-02,711.01,Bank Transfer,Completed
D719069,U121832,2026-08-19,441.61,Bank Transfer,Completed
D719070,U105529,2026-03-13,67.97,Card,Completed
D719071,U131569,2025-10-27,599.89,Bank Transfer,Completed
D719072,U132995,2025-03-05,170.79,Bank Transfer,Completed
D719073,U129781,2025-08-31,1145.46,Bank Transfer,Completed
D719074,U146912,2026-05-03,150.96,Bank Transfer,Pending
D719075,U131324,2026-08-28,386.57,Bank Transfer,Completed
D719076,U113208,2026-04-10,102.55,Bank Transfer,Completed
D719077,U136745,2025-12-24,239.14,Bank Transfer,Completed
D719078,U111887,2026-05-02,65.43,Google Pay,Completed
D719079,U108989,2026-05-01,172.64,Bank Transfer,Completed
D719080,U133510,2025-10-13,284.73,Bank Transfer,Completed
D719081,U146391,2025-11-24,112.43,Google Pay,Completed
D719082,U119521,2026-08-21,425.33,Card,Completed
D719083,U145007,2025-07-07,145.66,Bank Transfer,Completed
D719084,U149636,2026-05-24,1029.57,Apple Pay,Completed
D719085,U107946,2026-06-08,350.33,Card,Completed
D719086,U116320,2026-04-01,386.38,Card,Completed
D719087,U142644,2025-10-15,332.11,Card,Pending
D719088,U132067,2025-06-13,417.58,Card,Pending
D719089,U141228,2025-10-31,54.28,Apple Pay,Completed
D719090,U130808,2026-02-23,427.36,Card,Completed
D719091,U136173,2026-08-31,81.31,Card,Completed
D719092,U116872,2026-01-02,291.85,Card,Completed
D719093,U146275,2026-08-30,81.17,Apple Pay,Completed
D719094,U127488,2026-02-27,1147.72,Bank Transfer,Completed
D719095,U145030,2025-01-26,366.85,Bank Transfer,Completed
D719096,U100926,2026-03-29,269.53,Card,Completed
D719097,U113824,2026-06-05,400.92,Card,Completed
D719098,U107911,2026-07-23,445.2,Bank Transfer,Completed
D719099,U145173,2026-05-03,45.42,Google Pay,Pending
D719100,U132695,2026-06-10,268.79,Bank Transfer,Completed
D719101,U116007,2026-01-02,839.28,Bank Transfer,Completed
D719102,U136322,2025-09-24,33.71,Bank Transfer,Completed
D719103,U112989,2025-11-07,253.61,Card,Failed
D719104,U142354,2026-07-08,315.05,Apple Pay,Completed
D719105,U145432,2026-07-04,40.89,Apple Pay,Completed
D719106,U126196,2026-03-19,869.8,Google Pay,Completed
D719107,U117493,2025-07-23,267.18,Card,Completed
D719108,U105324,2026-01-26,326.55,Card,Completed
D719109,U140853,2025-10-27,96.39,Bank Transfer,Failed
D719110,U110098,2026-06-10,542.39,Bank Transfer,Completed
D719111,U140426,2026-04-23,274.54,Apple Pay,Completed
D719112,U121401,2026-05-18,133.22,Card,Completed
D719113,U107929,2025-03-26,573.78,Card,Completed
D719114,U128076,2026-04-08,20.97,Card,Completed
D719115,U103689,2025-11-11,324.44,Apple Pay,Completed
D719116,U125511,2026-01-05,218.37,Card,Completed
D719117,U142744,2026-01-24,1006.53,Bank Transfer,Completed
D719118,U148330,2025-11-25,149.01,Card,Completed
D719119,U120204,2025-06-05,2721.4,Apple Pay,Completed
D719120,U109684,2025-10-19,339.58,Bank Transfer,Completed
D719121,U124093,2025-01-30,169.5,Card,Completed
D719122,U125005,2026-04-30,80.98,Card,Completed
D719123,U119535,2026-08-06,230.04,Google Pay,Completed
D719124,U130156,2025-12-04,325.0,Card,Completed
D719125,U137474,2026-08-17,30.22,Bank Transfer,Completed
D719126,U125874,2025-11-05,784.27,Bank Transfer,Completed
D719127,U105354,2026-04-04,429.22,Bank Transfer,Completed
D719128,U136435,2026-01-29,302.66,Card,Completed
D719129,U117563,2026-06-23,828.84,Bank Transfer,Completed
D719130,U138567,2026-08-10,1294.83,Bank Transfer,Completed
D719131,U125616,2025-11-14,328.96,Card,Completed
D719132,U145566,2026-01-13,554.08,Bank Transfer,Failed
D719133,U128520,2025-08-27,22.29,Card,Completed
D719134,U110970,2025-10-05,78.73,Apple Pay,Completed
D719135,U129808,2026-08-15,92.92,Bank Transfer,Completed
D719136,U118210,2025-04-10,181.47,Google Pay,Completed
D719137,U103975,2026-07-16,518.92,Bank Transfer,Completed
D719138,U119037,2026-01-20,356.63,Bank Transfer,Completed
D719139,U102805,2025-12-26,215.15,Card,Completed
D719140,U144432,2025-03-25,81.57,Google Pay,Completed
D719141,U110826,2026-04-12,111.91,Card,Completed
D719142,U136620,2025-07-31,327.44,Bank Transfer,Completed
D719143,U111537,2026-08-17,1116.78,Bank Transfer,Completed
D719144,U147053,2025-11-30,703.98,Bank Transfer,Completed
D719145,U104700,2026-06-07,268.6,Card,Completed
D719146,U146102,2025-04-23,98.72,Google Pay,Completed
D719147,U142389,2026-04-19,888.8,Card,Completed
D719148,U128747,2026-06-22,181.81,Bank Transfer,Completed
D719149,U143327,2025-12-05,551.11,Card,Completed
D719150,U134904,2026-02-16,125.59,Bank Transfer,Completed
D719151,U127086,2026-05-02,280.89,Apple Pay,Completed
D719152,U116950,2025-03-31,28.44,Bank Transfer,Completed
D719153,U136737,2026-04-09,1107.24,Bank Transfer,Completed
D719154,U131244,2025-10-02,230.85,Card,Completed
D719155,U119413,2025-12-04,90.04,Card,Completed
D719156,U103074,2026-06-09,103.92,Apple Pay,Completed
D719157,U100324,2025-07-12,288.13,Card,Completed
D719158,U124528,2025-08-24,471.66,Bank Transfer,Completed
D719159,U138708,2025-09-28,137.68,Bank Transfer,Completed
D719160,U119105,2026-08-27,89.52,Bank Transfer,Completed
D719161,U128990,2026-03-13,210.72,Bank Transfer,Completed
D719162,U133016,2026-08-23,61.31,Bank Transfer,Completed
D719163,U110123,2025-08-04,33.34,Google Pay,Completed
D719164,U109551,2025-10-14,664.45,Bank Transfer,Completed
D719165,U134210,2026-05-10,338.92,Card,Completed
D719166,U120087,2026-04-28,757.87,Bank Transfer,Completed
D719167,U108851,2025-02-06,70.84,Bank Transfer,Completed
D719168,U100326,2026-04-01,290.81,Card,Completed
D719169,U134971,2026-06-21,462.68,Google Pay,Completed
D719170,U116419,2025-09-05,836.69,Google Pay,Completed
D719171,U130095,2025-09-26,163.99,Apple Pay,Completed
D719172,U135487,2026-02-02,155.48,Apple Pay,Completed
D719173,U119080,2025-11-22,561.78,Apple Pay,Completed
D719174,U106071,2026-04-19,997.61,Bank Transfer,Completed
D719175,U143304,2025-08-18,156.28,Google Pay,Completed
D719176,U108883,2025-08-18,49.97,Bank Transfer,Completed
D719177,U108477,2025-06-15,202.56,Bank Transfer,Pending
D719178,U112269,2025-07-13,420.74,Bank Transfer,Pending
D719179,U121487,2026-07-01,140.15,Google Pay,Failed
D719180,U109120,2025-07-12,62.52,Bank Transfer,Completed
D719181,U148532,2026-07-14,112.6,Bank Transfer,Completed
D719182,U135655,2025-10-27,54.84,Bank Transfer,Completed
D719183,U136048,2025-02-20,2202.21,Card,Completed
D719184,U117492,2026-07-18,339.92,Google Pay,Completed
D719185,U132837,2026-08-30,57.78,Bank Transfer,Completed
D719186,U136996,2026-02-10,233.37,Card,Completed
D719187,U145960,2026-01-06,520.94,Card,Completed
D719188,U114649,2026-06-02,61.91,Bank Transfer,Completed
D719189,U122539,2026-06-12,38.86,Bank Transfer,Pending
D719190,U138983,2025-09-23,72.94,Apple Pay,Completed
D719191,U128871,2025-05-11,108.46,Card,Completed
D719192,U100610,2025-04-29,113.43,Bank Transfer,Completed
D719193,U148042,2026-08-24,257.54,Bank Transfer,Completed
D719194,U143481,2025-01-27,510.28,Bank Transfer,Completed
D719195,U137530,2026-04-18,165.54,Apple Pay,Completed
D719196,U135800,2026-07-29,141.64,Bank Transfer,Completed
D719197,U120369,2026-07-06,572.5,Bank Transfer,Completed
D719198,U149249,2025-08-24,36.85,Card,Completed
D719199,U101627,2026-04-01,227.16,Bank Transfer,Completed
D719200,U137322,2026-01-27,87.51,Bank Transfer,Completed
D719201,U100335,2025-09-23,232.35,Card,Completed
D719202,U102768,2025-09-25,568.27,Bank Transfer,Completed
D719203,U139920,2026-03-25,283.91,Card,Completed
D719204,U103803,2025-04-13,648.1,Bank Transfer,Completed
D719205,U102191,2025-08-28,232.48,Card,Completed
D719206,U111446,2025-10-26,141.63,Apple Pay,Completed
D719207,U102590,2026-01-03,50.01,Bank Transfer,Completed
D719208,U129807,2026-06-22,18.77,Google Pay,Completed
D719209,U148681,2025-08-15,181.58,Bank Transfer,Completed
D719210,U100887,2026-01-06,125.54,Bank Transfer,Completed
D719211,U126149,2025-08-17,216.87,Bank Transfer,Completed
D719212,U148460,2025-10-12,316.55,Bank Transfer,Completed
D719213,U106858,2025-09-02,479.85,Bank Transfer,Completed
D719214,U111804,2025-12-18,142.76,Card,Completed
D719215,U124176,2026-04-05,1486.1,Apple Pay,Completed
D719216,U117892,2026-08-07,45.42,Bank Transfer,Completed
D719217,U103637,2026-01-03,425.88,Card,Completed
D719218,U101080,2025-10-01,1118.59,Card,Completed
D719219,U125840,2025-10-30,1597.03,Google Pay,Completed
D719220,U125947,2025-11-24,509.3,Bank Transfer,Completed
D719221,U129064,2026-08-10,147.84,Bank Transfer,Completed
D719222,U140640,2026-08-26,314.69,Google Pay,Completed
D719223,U117815,2025-05-17,182.91,Bank Transfer,Completed
D719224,U127823,2026-03-02,158.44,Bank Transfer,Completed
D719225,U136889,2026-04-07,566.48,Bank Transfer,Completed
D719226,U118634,2025-06-04,106.39,Bank Transfer,Completed
D719227,U149470,2026-05-06,351.89,Bank Transfer,Pending
D719228,U105809,2025-11-27,200.61,Bank Transfer,Completed
D719229,U149448,2026-04-23,310.16,Apple Pay,Completed
D719230,U123114,2026-08-13,245.22,Google Pay,Completed
D719231,U148624,2025-12-19,448.03,Bank Transfer,Completed
D719232,U140208,2026-06-20,522.26,Bank Transfer,Completed
D719233,U135954,2026-01-07,286.02,Bank Transfer,Completed
D719234,U104756,2025-12-01,149.38,Card,Pending
D719235,U140420,2026-01-21,80.4,Bank Transfer,Completed
D719236,U136450,2026-08-17,363.06,Card,Completed
D719237,U133912,2025-12-24,184.51,Card,Completed
D719238,U111842,2026-05-23,46.02,Card,Completed
D719239,U127574,2026-04-26,2559.97,Bank Transfer,Completed
D719240,U142993,2025-08-02,170.43,Bank Transfer,Completed
D719241,U108319,2025-11-10,466.55,Card,Completed
D719242,U110078,2026-02-15,138.77,Google Pay,Failed
D719243,U129421,2025-05-14,20.06,Bank Transfer,Failed
D719244,U146959,2025-04-25,636.33,Card,Completed
D719245,U136296,2025-06-19,142.71,Bank Transfer,Completed
D719246,U118566,2026-06-07,39.73,Bank Transfer,Completed
D719247,U120697,2025-05-22,1402.84,Card,Completed
D719248,U115436,2026-04-13,125.55,Google Pay,Completed
D719249,U149251,2025-08-28,49.63,Bank Transfer,Completed
D719250,U124855,2025-08-20,571.21,Apple Pay,Completed
D719251,U108376,2026-07-05,246.67,Card,Pending
D719252,U103584,2025-09-19,158.48,Card,Completed
D719253,U102622,2026-07-29,167.79,Apple Pay,Completed
D719254,U117979,2025-04-28,310.51,Bank Transfer,Completed
D719255,U138438,2026-04-01,128.87,Apple Pay,Completed
D719256,U112368,2026-07-28,159.79,Card,Completed
D719257,U108911,2026-05-24,153.27,Card,Completed
D719258,U143917,2026-05-20,983.15,Bank Transfer,Completed
D719259,U112821,2025-06-18,263.66,Google Pay,Completed
D719260,U130498,2025-08-10,69.77,Apple Pay,Completed
D719261,U103740,2026-07-10,706.32,Bank Transfer,Completed
D719262,U120619,2026-04-28,513.77,Apple Pay,Completed
D719263,U102791,2026-01-21,307.38,Card,Completed
D719264,U140603,2026-08-04,1288.93,Card,Completed
D719265,U100102,2025-10-07,267.27,Bank Transfer,Completed
D719266,U149927,2025-09-16,488.22,Apple Pay,Completed
D719267,U131030,2025-04-10,298.72,Bank Transfer,Completed
D719268,U140590,2026-02-03,290.56,Bank Transfer,Completed
D719269,U114472,2025-10-11,304.06,Google Pay,Pending
D719270,U126595,2025-09-29,240.3,Card,Completed
D719271,U102669,2026-06-16,343.06,Bank Transfer,Completed
D719272,U126127,2026-05-08,139.17,Bank Transfer,Pending
D719273,U120280,2025-06-16,91.21,Card,Completed
D719274,U127640,2026-07-09,96.35,Bank Transfer,Completed
D719275,U116621,2026-02-21,67.15,Bank Transfer,Completed
D719276,U112300,2025-09-22,1109.63,Bank Transfer,Completed
D719277,U102534,2026-03-22,395.9,Bank Transfer,Completed
D719278,U141707,2025-07-10,294.97,Bank Transfer,Completed
D719279,U121011,2026-02-15,315.71,Bank Transfer,Completed
D719280,U113335,2025-03-15,348.45,Bank Transfer,Completed
D719281,U107032,2026-06-14,224.05,Bank Transfer,Completed
D719282,U115305,2026-05-06,82.88,Card,Completed
D719283,U125506,2025-04-29,446.67,Bank Transfer,Completed
D719284,U106504,2025-12-24,297.07,Card,Completed
D719285,U116789,2025-12-31,209.93,Card,Completed
D719286,U125781,2025-09-05,896.83,Bank Transfer,Completed
D719287,U119619,2026-03-18,435.32,Google Pay,Completed
D719288,U110392,2026-03-22,131.23,Card,Completed
D719289,U110899,2025-12-14,92.84,Card,Completed
D719290,U140765,2025-07-31,613.11,Google Pay,Completed
D719291,U133318,2026-08-27,126.15,Bank Transfer,Completed
D719292,U136378,2026-07-29,102.08,Bank Transfer,Completed
D719293,U122395,2026-05-15,124.69,Card,Completed
D719294,U134504,2025-09-16,21.45,Bank Transfer,Completed
D719295,U122812,2025-12-26,175.12,Google Pay,Completed
D719296,U146231,2025-09-19,348.34,Card,Pending
D719297,U106939,2026-07-15,142.81,Apple Pay,Completed
D719298,U113140,2025-09-21,723.99,Card,Completed
D719299,U142421,2026-06-16,256.98,Google Pay,Completed
D719300,U148250,2025-11-11,31.22,Bank Transfer,Completed
D719301,U106939,2026-04-06,696.79,Card,Pending
D719302,U120428,2026-08-18,228.44,Bank Transfer,Completed
D719303,U109527,2025-09-02,1669.63,Bank Transfer,Completed
D719304,U131783,2026-02-24,379.08,Card,Completed
D719305,U109138,2026-07-24,1348.69,Bank Transfer,Completed
D719306,U111893,2025-06-29,195.16,Card,Completed
D719307,U138730,2025-02-19,121.95,Card,Completed
D719308,U107200,2026-04-01,485.22,Bank Transfer,Completed
D719309,U122069,2025-11-25,129.28,Bank Transfer,Completed
D719310,U130236,2025-04-03,359.46,Apple Pay,Pending
D719311,U143594,2026-06-12,119.93,Card,Completed
D719312,U119578,2026-07-19,106.92,Bank Transfer,Completed
D719313,U106288,2026-06-28,27.55,Bank Transfer,Completed
D719314,U135163,2026-04-15,1275.48,Bank Transfer,Completed
D719315,U121406,2025-11-09,491.66,Apple Pay,Completed
D719316,U144314,2025-10-14,461.11,Card,Completed
D719317,U102767,2025-09-17,275.05,Card,Failed
D719318,U128357,2025-07-31,350.08,Card,Completed
D719319,U138828,2026-06-15,863.67,Google Pay,Completed
D719320,U114342,2025-09-08,108.78,Bank Transfer,Completed
D719321,U111782,2025-06-27,167.09,Bank Transfer,Completed
D719322,U111171,2026-04-19,137.83,Bank Transfer,Completed
D719323,U139276,2025-03-12,1343.55,Apple Pay,Completed
D719324,U106370,2025-11-08,537.88,Apple Pay,Completed
D719325,U149993,2025-06-19,51.6,Bank Transfer,Completed
D719326,U141574,2026-02-02,118.14,Bank Transfer,Completed
D719327,U143180,2025-12-12,405.09,Google Pay,Completed
D719328,U143976,2025-08-01,256.65,Bank Transfer,Completed
D719329,U131465,2026-05-01,154.57,Bank Transfer,Completed
D719330,U106338,2025-06-02,351.22,Apple Pay,Completed
D719331,U136687,2026-05-17,148.76,Apple Pay,Completed
D719332,U120190,2025-04-29,174.38,Bank Transfer,Completed
D719333,U107567,2026-06-27,67.86,Bank Transfer,Completed
D719334,U135828,2026-04-17,844.07,Bank Transfer,Completed
D719335,U110198,2025-12-27,89.83,Bank Transfer,Completed
D719336,U128825,2026-02-27,1796.71,Bank Transfer,Completed
D719337,U105874,2025-11-25,1245.2,Bank Transfer,Completed
D719338,U143392,2025-07-05,194.36,Bank Transfer,Completed
D719339,U112324,2026-05-08,827.27,Apple Pay,Completed
D719340,U146997,2026-05-10,243.21,Bank Transfer,Completed
D719341,U101146,2025-03-25,617.01,Bank Transfer,Completed
D719342,U121067,2025-09-22,91.23,Google Pay,Completed
D719343,U138782,2025-10-13,548.36,Card,Completed
D719344,U119249,2025-02-24,678.81,Bank Transfer,Completed
D719345,U113175,2026-01-09,729.42,Card,Completed
D719346,U104010,2026-06-27,340.3,Google Pay,Completed
D719347,U103828,2026-05-29,182.06,Google Pay,Completed
D719348,U129873,2026-06-16,95.43,Apple Pay,Completed
D719349,U120566,2026-03-15,153.93,Bank Transfer,Completed
D719350,U109582,2026-08-14,2350.09,Bank Transfer,Completed
D719351,U122012,2026-08-31,298.07,Apple Pay,Completed
D719352,U145328,2026-05-06,732.99,Bank Transfer,Completed
D719353,U135159,2026-05-08,478.64,Card,Completed
D719354,U118945,2026-08-22,144.68,Card,Completed
D719355,U127770,2026-07-18,658.94,Apple Pay,Completed
D719356,U132711,2025-08-19,154.7,Card,Completed
D719357,U147480,2025-10-15,1271.17,Bank Transfer,Completed
D719358,U147619,2026-07-28,219.01,Bank Transfer,Completed
D719359,U120565,2026-06-25,188.74,Bank Transfer,Completed
D719360,U110015,2026-01-23,1131.82,Card,Completed
D719361,U101419,2025-04-21,861.53,Card,Completed
D719362,U103265,2025-10-27,150.19,Apple Pay,Completed
D719363,U109551,2025-06-22,463.31,Card,Completed
D719364,U106861,2026-05-24,631.35,Apple Pay,Completed
D719365,U125896,2026-07-16,188.69,Bank Transfer,Completed
D719366,U108744,2026-03-27,257.68,Card,Completed
D719367,U118559,2025-10-30,277.99,Apple Pay,Pending
D719368,U103935,2025-06-29,272.34,Card,Completed
D719369,U128759,2026-07-25,555.84,Bank Transfer,Completed
D719370,U134810,2025-04-14,417.69,Bank Transfer,Completed
D719371,U136061,2026-01-02,345.86,Bank Transfer,Completed
D719372,U139935,2026-07-27,95.83,Card,Completed
D719373,U138055,2026-04-10,621.13,Card,Completed
D719374,U142350,2025-09-30,577.25,Bank Transfer,Completed
D719375,U118986,2025-08-24,619.37,Card,Completed
D719376,U130850,2025-08-21,1272.11,Bank Transfer,Completed
D719377,U148547,2026-05-15,689.46,Google Pay,Completed
D719378,U112007,2026-01-05,69.55,Card,Completed
D719379,U106151,2025-03-09,133.66,Google Pay,Completed
D719380,U126520,2025-05-28,131.48,Card,Pending
D719381,U143738,2026-07-22,49.1,Apple Pay,Completed
D719382,U109680,2026-05-18,131.48,Bank Transfer,Completed
D719383,U115570,2025-05-18,216.48,Bank Transfer,Completed
D719384,U131640,2026-02-20,20.87,Bank Transfer,Completed
D719385,U119625,2026-02-14,33.49,Google Pay,Completed
D719386,U148803,2026-03-09,308.92,Apple Pay,Completed
D719387,U115262,2026-04-20,240.54,Bank Transfer,Completed
D719388,U118832,2025-12-08,2595.44,Bank Transfer,Completed
D719389,U129204,2026-07-23,14.03,Apple Pay,Completed
D719390,U117422,2025-09-08,93.57,Bank Transfer,Completed
D719391,U114446,2026-04-13,182.85,Card,Completed
D719392,U111171,2025-10-31,779.55,Card,Completed
D719393,U131619,2026-07-31,103.49,Card,Completed
D719394,U115612,2025-05-17,521.13,Card,Completed
D719395,U140120,2026-05-11,120.85,Card,Completed
D719396,U127505,2025-07-27,61.36,Bank Transfer,Completed
D719397,U126028,2025-11-03,62.76,Apple Pay,Completed
D719398,U105078,2026-04-23,484.91,Bank Transfer,Completed
D719399,U139351,2025-06-16,138.32,Google Pay,Completed
D719400,U139913,2026-05-20,4058.72,Apple Pay,Completed
D719401,U135681,2026-07-08,243.36,Apple Pay,Completed
D719402,U142386,2026-03-12,260.68,Bank Transfer,Pending
D719403,U113799,2025-10-29,12.14,Google Pay,Pending
D719404,U121430,2025-05-21,220.74,Card,Completed
D719405,U106547,2026-06-02,227.7,Card,Completed
D719406,U113080,2026-06-05,191.09,Bank Transfer,Completed
D719407,U139495,2025-08-12,89.4,Card,Completed
D719408,U124312,2025-11-22,110.73,Bank Transfer,Completed
D719409,U118901,2025-12-28,119.08,Google Pay,Completed
D719410,U131357,2026-04-24,162.09,Bank Transfer,Completed
D719411,U139023,2026-07-12,155.35,Bank Transfer,Completed
D719412,U103945,2026-03-06,437.08,Bank Transfer,Completed
D719413,U100340,2025-11-21,178.41,Card,Completed
D719414,U123946,2025-06-09,2533.93,Card,Completed
D719415,U139653,2025-04-27,149.31,Google Pay,Completed
D719416,U127777,2025-10-09,70.56,Bank Transfer,Completed
D719417,U135031,2026-01-14,912.31,Bank Transfer,Completed
D719418,U144498,2026-05-26,57.09,Apple Pay,Completed
D719419,U106861,2026-05-18,1093.92,Google Pay,Failed
D719420,U108103,2025-05-27,856.97,Google Pay,Completed
D719421,U104734,2026-04-10,172.85,Bank Transfer,Completed
D719422,U126248,2026-03-06,278.21,Card,Completed
D719423,U127252,2026-08-02,307.89,Bank Transfer,Completed
D719424,U129024,2025-11-29,475.28,Google Pay,Completed
D719425,U139697,2025-04-28,48.63,Bank Transfer,Completed
D719426,U134549,2026-03-23,210.2,Card,Completed
D719427,U116418,2025-05-20,126.0,Bank Transfer,Completed
D719428,U137935,2025-06-19,27.11,Bank Transfer,Completed
D719429,U147773,2025-06-16,278.7,Card,Completed
D719430,U147071,2026-02-21,189.76,Card,Completed
D719431,U135566,2025-04-02,134.96,Bank Transfer,Pending
D719432,U115091,2026-04-28,205.37,Bank Transfer,Completed
D719433,U143413,2025-03-24,38.93,Bank Transfer,Completed
D719434,U126904,2025-08-13,917.83,Bank Transfer,Completed
D719435,U138666,2026-07-22,167.73,Bank Transfer,Completed
D719436,U144098,2025-09-07,1489.62,Apple Pay,Completed
D719437,U143241,2026-05-13,47.75,Apple Pay,Completed
D719438,U135802,2025-07-25,187.3,Bank Transfer,Completed
D719439,U126682,2025-11-08,181.24,Card,Completed
D719440,U114778,2025-06-24,91.53,Apple Pay,Completed
D719441,U116055,2026-01-29,566.77,Google Pay,Completed
D719442,U107964,2025-03-30,165.68,Bank Transfer,Completed
D719443,U131056,2026-08-31,176.76,Card,Completed
D719444,U111343,2026-03-20,690.21,Bank Transfer,Completed
D719445,U108521,2026-01-28,19.85,Card,Completed
D719446,U109011,2025-04-04,127.32,Apple Pay,Completed
D719447,U134556,2025-09-25,262.33,Card,Completed
D719448,U142821,2026-02-05,204.56,Card,Completed
D719449,U103623,2025-10-08,159.03,Google Pay,Completed
D719450,U135678,2026-05-09,41.84,Card,Pending
D719451,U104479,2026-06-05,123.91,Bank Transfer,Completed
D719452,U130414,2025-12-27,183.31,Bank Transfer,Completed
D719453,U108589,2025-12-07,242.01,Bank Transfer,Completed
D719454,U129804,2026-08-07,125.54,Bank Transfer,Pending
D719455,U138337,2026-01-30,460.82,Google Pay,Completed
D719456,U116799,2026-01-14,68.93,Bank Transfer,Completed
D719457,U116132,2026-03-23,13.68,Bank Transfer,Completed
D719458,U101206,2026-05-19,820.14,Card,Completed
D719459,U142892,2025-06-04,185.16,Card,Completed
D719460,U114507,2026-06-27,626.34,Bank Transfer,Completed
D719461,U128442,2026-06-22,227.19,Apple Pay,Pending
D719462,U134063,2025-03-15,79.36,Card,Failed
D719463,U109355,2025-09-26,114.91,Google Pay,Completed
D719464,U111811,2026-03-01,467.25,Bank Transfer,Completed
D719465,U111319,2026-04-04,67.36,Card,Completed
D719466,U125979,2026-04-09,1425.54,Bank Transfer,Completed
D719467,U110997,2026-07-02,381.27,Apple Pay,Completed
D719468,U134531,2026-07-14,50.9,Card,Completed
D719469,U139437,2026-05-19,944.34,Google Pay,Pending
D719470,U143477,2025-09-04,317.78,Card,Completed
D719471,U134910,2025-07-25,236.53,Apple Pay,Completed
D719472,U149764,2026-05-06,141.36,Google Pay,Completed
D719473,U140963,2025-06-06,348.73,Google Pay,Pending
D719474,U115963,2025-11-23,74.51,Bank Transfer,Completed
D719475,U126504,2026-07-22,1238.91,Bank Transfer,Completed
D719476,U104391,2026-05-07,166.56,Apple Pay,Completed
D719477,U122895,2026-08-09,328.45,Google Pay,Completed
D719478,U147184,2025-09-11,443.11,Card,Completed
D719479,U127588,2026-01-30,134.27,Bank Transfer,Completed
D719480,U117768,2026-08-14,481.26,Card,Completed
D719481,U122868,2026-04-12,473.26,Bank Transfer,Completed
D719482,U146239,2025-06-13,88.74,Google Pay,Pending
D719483,U131190,2025-10-25,249.61,Google Pay,Completed
D719484,U114519,2025-11-11,35.62,Card,Completed
D719485,U102827,2026-05-30,125.9,Card,Failed
D719486,U118663,2026-03-30,1269.0,Bank Transfer,Completed
D719487,U125952,2026-04-08,856.84,Card,Completed
D719488,U134698,2026-03-18,237.77,Card,Completed
D719489,U143869,2026-07-06,74.48,Bank Transfer,Completed
D719490,U115343,2026-08-04,298.9,Bank Transfer,Completed
D719491,U119836,2026-08-16,129.91,Card,Completed
D719492,U110519,2026-06-03,516.1,Bank Transfer,Completed
D719493,U142938,2026-04-22,583.45,Bank Transfer,Completed
D719494,U106954,2025-09-13,67.83,Bank Transfer,Completed
D719495,U149312,2026-03-28,85.07,Bank Transfer,Completed
D719496,U149630,2026-06-02,40.29,Apple Pay,Completed
D719497,U141556,2025-11-10,314.35,Bank Transfer,Completed
D719498,U115832,2026-06-24,1270.33,Bank Transfer,Completed
D719499,U135074,2026-04-18,735.64,Bank Transfer,Completed
D719500,U139639,2025-10-11,323.18,Bank Transfer,Completed
D719501,U115468,2026-07-27,308.34,Card,Completed
D719502,U105014,2025-09-18,161.51,Bank Transfer,Pending
D719503,U148443,2026-08-15,396.28,Apple Pay,Completed
D719504,U148298,2026-04-28,19.08,Google Pay,Completed
D719505,U140193,2026-01-31,176.16,Bank Transfer,Completed
D719506,U106244,2025-11-22,164.71,Card,Completed
D719507,U113769,2025-10-16,193.43,Bank Transfer,Completed
D719508,U106777,2025-03-19,38.12,Card,Completed
D719509,U124758,2026-07-17,234.1,Card,Completed
D719510,U139126,2026-04-23,782.36,Google Pay,Completed
D719511,U102741,2026-08-17,327.98,Bank Transfer,Completed
D719512,U133458,2025-01-31,451.03,Bank Transfer,Completed
D719513,U108474,2025-10-22,77.1,Bank Transfer,Completed
D719514,U132450,2025-11-09,273.11,Bank Transfer,Completed
D719515,U109866,2025-08-09,884.73,Bank Transfer,Completed
D719516,U122104,2026-02-20,346.39,Card,Completed
D719517,U113424,2025-11-22,48.48,Bank Transfer,Completed
D719518,U114920,2025-05-17,297.71,Apple Pay,Completed
D719519,U123770,2026-01-09,388.16,Bank Transfer,Completed
D719520,U112835,2025-08-04,625.87,Google Pay,Completed
D719521,U116696,2026-02-22,390.25,Bank Transfer,Completed
D719522,U134467,2025-09-06,156.09,Bank Transfer,Completed
D719523,U126396,2026-06-12,290.89,Card,Completed
D719524,U127067,2025-11-06,148.57,Bank Transfer,Completed
