user_id,channel,campaign,signup_date,acquisition_cost_eur
U114158,Direct,Brand,2025-12-12,0.0
U114159,Affiliate,Summer_Campaign,2025-07-14,25.05
U114160,Organic,Retargeting,2025-06-17,0.0
U114161,Referral,Summer_Campaign,2026-01-12,7.58
U114162,Organic,Retargeting,2026-05-04,0.0
U114163,Paid Search,Retargeting,2025-12-28,19.68
U114164,Referral,Referral_2025,2026-04-27,9.27
U114165,Organic,Brand,2025-09-01,0.0
U114166,Paid Search,Summer_Campaign,2026-08-04,37.72
U114167,Affiliate,Retargeting,2026-08-30,24.24
U114168,Affiliate,Summer_Campaign,2026-08-12,16.92
U114169,Organic,Referral_2025,2025-06-20,0.0
U114170,Paid Search,European_Market,2026-05-28,30.46
U114171,Organic,Brand,2026-02-10,0.0
U114172,Email,European_Market,2026-07-28,3.07
U114173,Organic,Mobile_App,2025-07-26,0.0
U114174,Direct,Crypto_Beginners,2025-06-03,0.0
U114175,Email,European_Market,2025-02-17,3.68
U114176,Affiliate,Summer_Campaign,2025-01-01,19.01
U114177,Organic,Brand,2026-02-11,0.0
U114178,Organic,Summer_Campaign,2025-04-17,0.0
U114179,Email,Brand,2025-06-22,3.9
U114180,Social,Mobile_App,2026-05-21,9.41
U114181,Email,European_Market,2025-05-10,5.58
U114182,Affiliate,Referral_2025,2026-02-02,30.51
U114183,Referral,Retargeting,2025-10-21,8.45
U114184,Organic,European_Market,2026-07-06,0.0
U114185,Affiliate,European_Market,2026-03-23,17.14
U114186,Organic,Summer_Campaign,2025-01-16,0.0
U114187,Affiliate,Summer_Campaign,2025-12-15,30.41
U114188,Organic,Mobile_App,2025-07-22,0.0
U114189,Social,Referral_2025,2025-05-14,11.91
U114190,Affiliate,Summer_Campaign,2026-06-10,27.99
U114191,Organic,Brand,2026-05-23,0.0
U114192,Social,Referral_2025,2025-03-07,14.15
U114193,Direct,Summer_Campaign,2026-04-25,0.0
U114194,Referral,Retargeting,2026-04-04,11.52
U114195,Email,Retargeting,2025-12-08,3.09
U114196,Organic,Mobile_App,2025-06-08,0.0
U114197,Social,Mobile_App,2025-06-10,18.07
U114198,Referral,Retargeting,2025-09-11,6.12
U114199,Organic,Crypto_Beginners,2026-06-11,0.0
U114200,Organic,Trading_101,2026-07-03,0.0
U114201,Paid Search,Summer_Campaign,2025-06-04,15.97
U114202,Affiliate,Mobile_App,2026-05-01,21.41
U114203,Social,Trading_101,2026-03-08,10.69
U114204,Paid Search,Summer_Campaign,2025-01-27,15.21
U114205,Affiliate,Brand,2025-01-12,19.43
U114206,Organic,Brand,2025-03-08,0.0
U114207,Social,Trading_101,2026-06-26,9.91
U114208,Referral,Summer_Campaign,2025-04-06,11.64
U114209,Social,Referral_2025,2025-08-03,10.45
U114210,Organic,Referral_2025,2025-07-13,0.0
U114211,Email,Brand,2025-10-17,4.77
U114212,Paid Search,Mobile_App,2026-06-28,23.14
U114213,Direct,Mobile_App,2025-02-08,0.0
U114214,Organic,European_Market,2025-07-25,0.0
U114215,Paid Search,Mobile_App,2026-07-09,18.18
U114216,Organic,Mobile_App,2026-04-29,0.0
U114217,Direct,European_Market,2025-12-03,0.0
U114218,Organic,European_Market,2026-05-11,0.0
U114219,Social,Mobile_App,2025-09-06,11.02
U114220,Social,Retargeting,2025-03-15,15.32
U114221,Paid Search,Referral_2025,2026-01-08,14.08
U114222,Referral,Trading_101,2025-05-18,8.48
U114223,Affiliate,European_Market,2026-04-02,23.53
U114224,Organic,Retargeting,2026-03-20,0.0
U114225,Organic,Mobile_App,2025-12-19,0.0
U114226,Paid Search,Crypto_Beginners,2026-02-15,24.75
U114227,Direct,European_Market,2026-06-22,0.0
U114228,Email,Retargeting,2026-03-29,4.38
U114229,Organic,Crypto_Beginners,2026-02-23,0.0
U114230,Email,Brand,2026-03-26,4.53
U114231,Direct,European_Market,2026-08-08,0.0
U114232,Referral,Crypto_Beginners,2025-04-25,7.65
U114233,Referral,European_Market,2025-02-20,12.76
U114234,Referral,Summer_Campaign,2026-01-04,12.53
U114235,Paid Search,Trading_101,2026-05-30,15.0
U114236,Organic,Referral_2025,2025-07-29,0.0
U114237,Organic,Mobile_App,2026-03-11,0.0
U114238,Email,Brand,2025-08-15,4.65
U114239,Social,European_Market,2025-09-25,12.75
U114240,Organic,Referral_2025,2025-04-26,0.0
U114241,Referral,Mobile_App,2026-08-23,10.08
U114242,Social,Retargeting,2025-12-26,11.55
U114243,Organic,Trading_101,2025-11-25,0.0
U114244,Referral,Crypto_Beginners,2025-02-09,9.63
U114245,Email,Retargeting,2025-07-01,5.09
U114246,Direct,Brand,2026-05-05,0.0
U114247,Affiliate,Trading_101,2025-07-28,37.22
U114248,Organic,Mobile_App,2025-09-30,0.0
U114249,Paid Search,Referral_2025,2025-04-29,26.38
U114250,Referral,European_Market,2026-01-17,7.66
U114251,Referral,Trading_101,2026-06-20,7.99
U114252,Social,Retargeting,2025-09-15,20.84
U114253,Email,Mobile_App,2026-04-28,4.83
U114254,Email,Crypto_Beginners,2026-05-24,6.22
U114255,Organic,Crypto_Beginners,2025-04-02,0.0
U114256,Organic,Brand,2025-06-10,0.0
U114257,Social,Mobile_App,2025-05-29,18.94
U114258,Organic,European_Market,2025-04-27,0.0
U114259,Paid Search,European_Market,2026-04-03,15.55
U114260,Social,Summer_Campaign,2026-07-19,14.43
U114261,Paid Search,Brand,2025-02-14,15.39
U114262,Social,Summer_Campaign,2025-08-22,11.1
U114263,Paid Search,Mobile_App,2026-01-10,23.24
U114264,Social,Retargeting,2026-07-01,13.13
U114265,Affiliate,Mobile_App,2025-07-16,24.51
U114266,Email,Brand,2025-01-25,7.37
U114267,Affiliate,Trading_101,2026-01-30,24.77
U114268,Organic,Referral_2025,2025-02-05,0.0
U114269,Email,Brand,2026-04-19,8.46
U114270,Referral,Brand,2025-08-11,10.84
U114271,Direct,Brand,2026-06-14,0.0
U114272,Affiliate,Crypto_Beginners,2025-07-07,13.31
U114273,Paid Search,Retargeting,2026-02-06,19.48
U114274,Organic,Retargeting,2025-09-14,0.0
U114275,Paid Search,Brand,2025-05-16,23.15
U114276,Organic,European_Market,2026-08-14,0.0
U114277,Social,Retargeting,2026-03-20,13.27
U114278,Referral,Crypto_Beginners,2026-02-22,13.72
U114279,Social,Referral_2025,2025-10-19,17.16
U114280,Social,European_Market,2026-07-28,17.47
U114281,Social,Mobile_App,2025-05-09,12.48
U114282,Social,Crypto_Beginners,2025-12-07,10.65
U114283,Referral,Brand,2025-09-14,7.48
U114284,Paid Search,Trading_101,2026-07-20,11.92
U114285,Direct,Summer_Campaign,2025-04-10,0.0
U114286,Social,Brand,2025-02-08,27.31
U114287,Affiliate,Referral_2025,2025-09-20,28.29
U114288,Affiliate,Crypto_Beginners,2025-05-30,17.82
U114289,Paid Search,Referral_2025,2025-11-26,25.61
U114290,Organic,European_Market,2025-04-30,0.0
U114291,Social,Mobile_App,2026-08-07,17.99
U114292,Paid Search,Retargeting,2025-08-07,13.62
U114293,Social,Mobile_App,2025-05-03,13.5
U114294,Direct,European_Market,2025-09-01,0.0
U114295,Referral,Mobile_App,2026-08-10,6.8
U114296,Referral,Referral_2025,2026-06-02,10.82
U114297,Referral,Trading_101,2025-01-21,11.72
U114298,Organic,European_Market,2025-07-09,0.0
U114299,Affiliate,Summer_Campaign,2025-08-13,14.29
U114300,Social,Trading_101,2026-04-11,22.22
U114301,Referral,Retargeting,2025-04-09,10.14
U114302,Paid Search,European_Market,2025-12-29,14.88
U114303,Organic,Referral_2025,2025-03-24,0.0
U114304,Social,Trading_101,2025-02-25,14.07
U114305,Social,Brand,2025-01-22,22.14
U114306,Referral,Summer_Campaign,2026-08-03,9.78
U114307,Paid Search,Crypto_Beginners,2025-07-04,18.88
U114308,Social,European_Market,2026-06-06,11.63
U114309,Paid Search,Mobile_App,2026-08-01,16.03
U114310,Referral,Retargeting,2025-09-21,7.66
U114311,Organic,Trading_101,2025-08-13,0.0
U114312,Affiliate,Referral_2025,2025-02-07,24.21
U114313,Organic,Summer_Campaign,2025-05-03,0.0
U114314,Paid Search,Brand,2025-06-05,24.11
U114315,Paid Search,Crypto_Beginners,2025-10-28,12.87
U114316,Referral,Crypto_Beginners,2025-03-08,8.51
U114317,Paid Search,Retargeting,2026-01-29,20.09
U114318,Referral,Mobile_App,2026-08-17,9.7
U114319,Organic,European_Market,2026-07-24,0.0
U114320,Paid Search,Referral_2025,2026-02-09,19.0
U114321,Social,Trading_101,2026-03-25,14.17
U114322,Paid Search,Retargeting,2025-05-11,23.23
U114323,Organic,Summer_Campaign,2025-03-10,0.0
U114324,Organic,Mobile_App,2025-12-11,0.0
U114325,Affiliate,Referral_2025,2025-11-16,15.74
U114326,Organic,Summer_Campaign,2025-06-26,0.0
U114327,Social,Summer_Campaign,2026-08-07,15.11
U114328,Social,Referral_2025,2026-06-13,15.29
U114329,Email,Referral_2025,2025-06-09,7.52
U114330,Referral,Referral_2025,2026-08-05,13.0
U114331,Organic,Crypto_Beginners,2026-06-17,0.0
U114332,Organic,Crypto_Beginners,2025-05-15,0.0
U114333,Referral,Mobile_App,2025-04-21,8.54
U114334,Organic,Crypto_Beginners,2025-10-10,0.0
U114335,Organic,Trading_101,2026-06-04,0.0
U114336,Paid Search,European_Market,2025-07-13,21.27
U114337,Direct,Trading_101,2025-02-16,0.0
U114338,Paid Search,Brand,2025-12-08,26.24
U114339,Referral,Brand,2025-08-30,6.56
U114340,Paid Search,Brand,2026-06-06,16.56
U114341,Affiliate,Trading_101,2026-01-05,22.09
U114342,Paid Search,Summer_Campaign,2025-05-11,17.07
U114343,Email,Trading_101,2025-09-27,4.02
U114344,Affiliate,Referral_2025,2025-03-02,20.16
U114345,Organic,Summer_Campaign,2025-06-13,0.0
U114346,Paid Search,Brand,2026-06-09,26.97
U114347,Paid Search,European_Market,2025-09-29,12.63
U114348,Paid Search,Referral_2025,2025-05-13,26.57
U114349,Affiliate,European_Market,2025-09-01,28.24
U114350,Paid Search,European_Market,2026-03-10,22.28
U114351,Social,Trading_101,2025-02-07,10.16
U114352,Affiliate,Brand,2026-07-22,21.32
U114353,Organic,Crypto_Beginners,2025-11-15,0.0
U114354,Paid Search,European_Market,2026-05-25,18.19
U114355,Direct,Mobile_App,2026-01-11,0.0
U114356,Email,Brand,2026-07-14,5.83
U114357,Affiliate,Crypto_Beginners,2026-04-19,30.76
U114358,Organic,Retargeting,2025-02-28,0.0
U114359,Email,Crypto_Beginners,2026-08-12,5.11
U114360,Direct,Crypto_Beginners,2026-05-14,0.0
U114361,Referral,Retargeting,2025-08-06,9.95
U114362,Organic,Retargeting,2026-07-21,0.0
U114363,Direct,Trading_101,2026-07-21,0.0
U114364,Organic,Brand,2025-05-09,0.0
U114365,Referral,Retargeting,2026-01-18,16.6
U114366,Social,Brand,2026-01-23,11.66
U114367,Social,Mobile_App,2025-03-26,11.92
U114368,Email,European_Market,2026-05-25,4.11
U114369,Paid Search,Crypto_Beginners,2026-03-13,15.94
U114370,Organic,Mobile_App,2025-10-20,0.0
U114371,Organic,Retargeting,2025-02-18,0.0
U114372,Paid Search,Referral_2025,2025-03-08,13.06
U114373,Social,Brand,2025-05-09,13.97
U114374,Organic,Brand,2025-01-29,0.0
U114375,Organic,Summer_Campaign,2025-12-09,0.0
U114376,Organic,Retargeting,2026-06-29,0.0
U114377,Organic,Mobile_App,2025-04-29,0.0
U114378,Direct,Mobile_App,2025-05-13,0.0
U114379,Paid Search,Referral_2025,2025-11-23,21.5
U114380,Social,Crypto_Beginners,2025-07-04,16.35
U114381,Affiliate,Crypto_Beginners,2026-05-21,22.69
U114382,Social,Crypto_Beginners,2026-06-18,12.55
U114383,Organic,Brand,2025-08-29,0.0
U114384,Affiliate,Crypto_Beginners,2026-08-12,26.05
U114385,Referral,European_Market,2026-05-31,10.24
U114386,Direct,European_Market,2025-06-14,0.0
U114387,Paid Search,European_Market,2026-07-11,11.99
U114388,Organic,Retargeting,2025-08-06,0.0
U114389,Referral,Brand,2026-08-28,6.25
U114390,Organic,Brand,2025-01-05,0.0
U114391,Affiliate,Retargeting,2025-03-22,19.57
U114392,Social,Crypto_Beginners,2025-09-04,19.21
U114393,Direct,European_Market,2026-05-08,0.0
U114394,Organic,Summer_Campaign,2026-01-21,0.0
U114395,Affiliate,Summer_Campaign,2026-07-29,22.61
U114396,Organic,Retargeting,2025-11-03,0.0
U114397,Paid Search,Referral_2025,2026-06-27,14.33
U114398,Social,Summer_Campaign,2025-01-07,13.42
U114399,Paid Search,Retargeting,2026-05-30,17.64
U114400,Affiliate,Summer_Campaign,2026-07-22,38.03
U114401,Paid Search,Summer_Campaign,2025-03-14,25.15
U114402,Paid Search,Summer_Campaign,2025-01-10,15.87
U114403,Social,Trading_101,2026-07-27,12.82
U114404,Referral,Referral_2025,2026-07-16,9.3
U114405,Referral,European_Market,2025-05-02,15.31
U114406,Referral,European_Market,2026-05-28,8.25
U114407,Social,Summer_Campaign,2026-03-17,14.68
U114408,Social,Summer_Campaign,2025-02-07,11.78
U114409,Social,Brand,2026-08-14,15.55
U114410,Direct,European_Market,2025-12-11,0.0
U114411,Organic,Crypto_Beginners,2025-12-04,0.0
U114412,Social,European_Market,2025-07-03,18.89
U114413,Direct,Crypto_Beginners,2025-03-08,0.0
U114414,Direct,European_Market,2025-01-17,0.0
U114415,Affiliate,Retargeting,2026-01-18,15.3
U114416,Paid Search,Crypto_Beginners,2026-01-03,15.52
U114417,Affiliate,Brand,2025-11-12,19.85
U114418,Direct,Referral_2025,2026-05-12,0.0
U114419,Email,Brand,2025-12-11,3.43
U114420,Paid Search,European_Market,2026-07-07,18.5
U114421,Social,Mobile_App,2026-04-18,10.93
U114422,Referral,European_Market,2025-04-25,7.17
U114423,Organic,Trading_101,2025-04-10,0.0
U114424,Direct,Summer_Campaign,2026-03-14,0.0
U114425,Paid Search,Brand,2025-12-11,24.87
U114426,Social,Crypto_Beginners,2025-12-15,12.68
U114427,Referral,Mobile_App,2025-05-19,6.24
U114428,Organic,Summer_Campaign,2025-11-20,0.0
U114429,Paid Search,Summer_Campaign,2025-10-29,20.82
U114430,Paid Search,Summer_Campaign,2025-10-21,24.67
U114431,Affiliate,European_Market,2026-06-13,20.18
U114432,Affiliate,Crypto_Beginners,2025-10-19,29.84
U114433,Affiliate,European_Market,2025-03-15,22.7
U114434,Email,Referral_2025,2026-04-29,4.18
U114435,Organic,Retargeting,2025-01-16,0.0
U114436,Organic,Trading_101,2026-06-10,0.0
U114437,Referral,Trading_101,2025-12-02,8.41
U114438,Referral,Brand,2026-05-31,9.55
U114439,Direct,Crypto_Beginners,2025-05-07,0.0
U114440,Paid Search,Summer_Campaign,2026-06-02,19.56
U114441,Paid Search,Crypto_Beginners,2025-05-09,11.7
U114442,Direct,Trading_101,2026-05-26,0.0
U114443,Referral,Referral_2025,2026-02-27,8.99
U114444,Referral,Crypto_Beginners,2026-01-20,6.96
U114445,Social,Brand,2025-08-20,9.1
U114446,Organic,Trading_101,2025-07-14,0.0
U114447,Affiliate,Crypto_Beginners,2025-03-06,30.29
U114448,Social,European_Market,2025-10-04,14.56
U114449,Paid Search,Referral_2025,2025-08-12,19.13
U114450,Organic,Mobile_App,2025-10-05,0.0
U114451,Organic,European_Market,2026-01-01,0.0
U114452,Direct,Trading_101,2026-05-31,0.0
U114453,Referral,Mobile_App,2025-08-03,7.85
U114454,Affiliate,Trading_101,2026-03-15,21.69
U114455,Affiliate,Referral_2025,2026-03-04,20.55
U114456,Organic,Mobile_App,2026-01-31,0.0
U114457,Direct,Summer_Campaign,2025-07-28,0.0
U114458,Email,Mobile_App,2026-05-16,4.53
U114459,Referral,Brand,2026-04-08,7.57
U114460,Referral,Crypto_Beginners,2026-08-09,6.38
U114461,Social,Summer_Campaign,2025-08-15,14.33
U114462,Referral,Summer_Campaign,2026-01-10,9.76
U114463,Social,Brand,2026-05-15,17.45
U114464,Organic,Mobile_App,2025-04-03,0.0
U114465,Social,Mobile_App,2026-04-05,18.75
U114466,Affiliate,Summer_Campaign,2026-07-31,18.89
U114467,Organic,Summer_Campaign,2025-11-17,0.0
U114468,Referral,Summer_Campaign,2025-01-10,6.54
U114469,Affiliate,Summer_Campaign,2025-10-30,31.52
U114470,Paid Search,Crypto_Beginners,2025-11-18,17.37
U114471,Paid Search,European_Market,2026-04-01,14.47
U114472,Referral,Trading_101,2025-10-05,6.43
U114473,Paid Search,European_Market,2026-08-21,18.56
U114474,Organic,Trading_101,2026-06-22,0.0
U114475,Organic,Crypto_Beginners,2026-01-28,0.0
U114476,Referral,Mobile_App,2025-04-05,8.71
U114477,Paid Search,Mobile_App,2025-04-17,13.8
U114478,Social,Referral_2025,2026-01-25,13.17
U114479,Email,Retargeting,2026-06-10,5.96
U114480,Email,Referral_2025,2025-03-12,4.5
U114481,Direct,Mobile_App,2026-08-10,0.0
U114482,Referral,Crypto_Beginners,2026-01-11,7.56
U114483,Referral,Retargeting,2026-01-03,13.25
U114484,Email,Summer_Campaign,2025-02-20,5.47
U114485,Affiliate,Mobile_App,2025-05-23,22.25
U114486,Referral,Retargeting,2026-02-23,6.16
U114487,Paid Search,Trading_101,2026-07-02,28.02
U114488,Social,Mobile_App,2026-05-15,18.45
U114489,Affiliate,Summer_Campaign,2025-06-16,24.75
U114490,Paid Search,European_Market,2025-09-17,18.23
U114491,Organic,European_Market,2025-07-11,0.0
U114492,Social,Brand,2025-07-21,12.88
U114493,Email,European_Market,2025-07-04,3.88
U114494,Affiliate,European_Market,2025-06-07,16.59
U114495,Organic,Brand,2025-04-09,0.0
U114496,Paid Search,Referral_2025,2025-08-29,22.1
U114497,Direct,Trading_101,2026-05-06,0.0
U114498,Email,Referral_2025,2025-07-21,6.27
U114499,Email,Summer_Campaign,2026-05-24,7.17
U114500,Paid Search,Crypto_Beginners,2025-04-06,27.73
U114501,Referral,Brand,2026-05-05,8.89
U114502,Social,Mobile_App,2026-08-02,17.09
U114503,Referral,Retargeting,2025-08-06,10.59
U114504,Affiliate,Referral_2025,2026-06-11,18.86
U114505,Paid Search,Mobile_App,2025-09-30,22.92
U114506,Organic,Crypto_Beginners,2025-08-07,0.0
U114507,Organic,European_Market,2025-11-28,0.0
U114508,Email,Brand,2026-03-29,5.25
U114509,Referral,Crypto_Beginners,2025-06-01,9.04
U114510,Direct,European_Market,2025-12-13,0.0
U114511,Affiliate,Mobile_App,2026-02-18,22.62
U114512,Paid Search,Retargeting,2026-06-11,16.18
U114513,Social,Brand,2026-03-07,21.55
U114514,Social,Brand,2026-01-14,13.13
U114515,Organic,Mobile_App,2026-03-04,0.0
U114516,Social,Referral_2025,2025-03-25,17.84
U114517,Organic,Referral_2025,2025-07-11,0.0
U114518,Paid Search,European_Market,2025-02-10,15.2
U114519,Direct,European_Market,2025-11-05,0.0
U114520,Organic,Brand,2026-01-13,0.0
U114521,Paid Search,Mobile_App,2025-05-16,25.76
U114522,Organic,European_Market,2025-04-16,0.0
U114523,Social,Trading_101,2026-06-03,8.29
U114524,Email,Trading_101,2026-06-26,3.94
U114525,Affiliate,Referral_2025,2025-05-06,16.75
U114526,Affiliate,Brand,2025-12-23,27.27
U114527,Organic,Brand,2026-02-04,0.0
U114528,Affiliate,Brand,2025-03-20,29.31
U114529,Organic,Referral_2025,2026-01-24,0.0
U114530,Paid Search,Crypto_Beginners,2026-08-02,24.42
U114531,Organic,Referral_2025,2026-06-19,0.0
U114532,Direct,Retargeting,2025-03-15,0.0
U114533,Paid Search,Trading_101,2025-01-05,13.63
U114534,Paid Search,Summer_Campaign,2026-04-08,17.83
U114535,Direct,European_Market,2025-03-23,0.0
U114536,Email,Brand,2026-06-21,5.66
U114537,Social,Summer_Campaign,2026-02-09,14.43
U114538,Paid Search,Crypto_Beginners,2026-05-29,19.29
U114539,Paid Search,Crypto_Beginners,2025-10-05,22.72
U114540,Organic,Brand,2025-08-12,0.0
U114541,Referral,Crypto_Beginners,2026-08-07,9.33
U114542,Organic,Mobile_App,2025-03-09,0.0
U114543,Organic,Referral_2025,2025-11-16,0.0
U114544,Organic,Trading_101,2026-08-29,0.0
U114545,Organic,Mobile_App,2025-01-19,0.0
U114546,Referral,Brand,2025-12-09,12.62
U114547,Organic,Trading_101,2026-08-17,0.0
U114548,Organic,Trading_101,2025-12-09,0.0
U114549,Referral,Summer_Campaign,2025-04-07,6.8
U114550,Email,Trading_101,2025-02-21,4.36
U114551,Paid Search,Referral_2025,2025-06-24,21.01
U114552,Email,Referral_2025,2025-12-04,5.39
U114553,Organic,Retargeting,2025-12-19,0.0
U114554,Affiliate,Summer_Campaign,2026-01-26,27.29
U114555,Affiliate,Brand,2025-04-25,28.67
U114556,Social,Retargeting,2025-12-14,13.92
U114557,Organic,Brand,2025-01-01,0.0
U114558,Referral,Summer_Campaign,2025-03-04,7.16
U114559,Paid Search,Mobile_App,2025-08-14,33.28
U114560,Referral,Summer_Campaign,2026-02-27,8.57
U114561,Social,Referral_2025,2025-01-19,11.08
U114562,Paid Search,Trading_101,2025-01-31,11.14
U114563,Social,Trading_101,2025-01-24,14.31
U114564,Social,Summer_Campaign,2025-07-30,17.43
U114565,Organic,Trading_101,2025-06-10,0.0
U114566,Social,Summer_Campaign,2025-09-12,16.71
U114567,Direct,Trading_101,2026-07-25,0.0
U114568,Affiliate,Crypto_Beginners,2025-04-24,17.06
U114569,Affiliate,Referral_2025,2026-05-19,22.58
U114570,Organic,Summer_Campaign,2025-08-08,0.0
U114571,Social,Crypto_Beginners,2025-12-23,25.22
U114572,Paid Search,Referral_2025,2025-06-18,14.16
U114573,Referral,Summer_Campaign,2026-06-08,10.11
U114574,Social,Crypto_Beginners,2025-08-30,7.71
U114575,Affiliate,Summer_Campaign,2026-01-10,29.5
U114576,Organic,Summer_Campaign,2025-05-19,0.0
U114577,Direct,Crypto_Beginners,2025-04-07,0.0
U114578,Social,European_Market,2025-05-27,8.05
U114579,Organic,Mobile_App,2025-07-01,0.0
U114580,Referral,Summer_Campaign,2025-02-26,14.72
U114581,Email,European_Market,2025-02-11,5.78
U114582,Email,Mobile_App,2026-06-27,6.35
U114583,Social,Summer_Campaign,2025-01-02,7.66
U114584,Referral,Brand,2025-10-15,9.02
U114585,Affiliate,Summer_Campaign,2025-05-18,22.64
U114586,Organic,Crypto_Beginners,2026-05-27,0.0
U114587,Direct,Crypto_Beginners,2025-08-10,0.0
U114588,Organic,Summer_Campaign,2025-11-27,0.0
U114589,Organic,Brand,2026-02-08,0.0
U114590,Affiliate,European_Market,2026-05-23,14.13
U114591,Email,European_Market,2025-05-07,5.91
U114592,Social,Trading_101,2025-09-22,12.29
U114593,Social,Trading_101,2025-01-15,13.03
U114594,Organic,European_Market,2025-08-14,0.0
U114595,Social,Crypto_Beginners,2025-04-15,14.5
U114596,Referral,Mobile_App,2026-05-08,9.85
U114597,Email,Mobile_App,2025-11-15,6.77
U114598,Paid Search,Crypto_Beginners,2025-08-07,20.52
U114599,Social,Summer_Campaign,2025-10-04,14.25
U114600,Organic,Summer_Campaign,2025-12-07,0.0
U114601,Organic,Summer_Campaign,2026-03-28,0.0
U114602,Organic,Trading_101,2026-01-04,0.0
U114603,Referral,Referral_2025,2026-04-19,7.35
U114604,Referral,Mobile_App,2025-07-09,8.68
U114605,Paid Search,Mobile_App,2026-02-23,26.68
U114606,Social,Brand,2026-05-10,10.85
U114607,Affiliate,Referral_2025,2025-02-08,20.14
U114608,Referral,Crypto_Beginners,2025-06-11,12.92
U114609,Organic,Referral_2025,2025-05-01,0.0
U114610,Organic,Trading_101,2026-02-03,0.0
U114611,Referral,Referral_2025,2025-09-19,7.79
U114612,Direct,Retargeting,2026-07-15,0.0
U114613,Email,Trading_101,2026-08-27,6.2
U114614,Organic,European_Market,2025-05-09,0.0
U114615,Organic,Crypto_Beginners,2026-06-24,0.0
U114616,Organic,Summer_Campaign,2025-12-22,0.0
U114617,Social,Summer_Campaign,2026-03-08,5.98
U114618,Affiliate,Brand,2025-03-06,27.45
U114619,Affiliate,Retargeting,2025-08-06,19.14
U114620,Direct,Summer_Campaign,2026-07-17,0.0
U114621,Social,Brand,2026-03-03,10.99
U114622,Organic,Trading_101,2025-03-15,0.0
U114623,Organic,Trading_101,2026-04-05,0.0
U114624,Referral,Summer_Campaign,2026-03-01,7.76
U114625,Referral,Retargeting,2025-07-11,8.28
U114626,Referral,Summer_Campaign,2025-07-08,10.12
U114627,Referral,Crypto_Beginners,2025-01-12,11.09
U114628,Email,Trading_101,2025-08-27,3.86
U114629,Referral,Trading_101,2026-08-16,9.97
U114630,Referral,Mobile_App,2026-03-29,6.31
U114631,Email,Trading_101,2026-01-18,3.95
U114632,Social,Brand,2025-02-17,17.41
U114633,Paid Search,European_Market,2025-11-13,13.6
U114634,Paid Search,Referral_2025,2025-07-28,15.95
U114635,Social,Trading_101,2026-07-01,17.47
U114636,Organic,European_Market,2025-04-29,0.0
U114637,Direct,Trading_101,2026-07-31,0.0
U114638,Paid Search,European_Market,2025-11-11,26.98
U114639,Paid Search,Brand,2025-02-05,13.29
U114640,Direct,European_Market,2026-04-08,0.0
U114641,Email,Crypto_Beginners,2026-07-08,5.59
U114642,Email,Retargeting,2026-08-04,5.88
U114643,Direct,Retargeting,2026-02-07,0.0
U114644,Social,Trading_101,2025-04-17,15.4
U114645,Paid Search,Retargeting,2025-02-08,14.31
U114646,Organic,Brand,2026-08-04,0.0
U114647,Affiliate,Retargeting,2025-06-29,17.67
U114648,Paid Search,Referral_2025,2025-01-12,16.43
U114649,Social,Crypto_Beginners,2025-12-05,17.13
U114650,Organic,Retargeting,2026-07-02,0.0
U114651,Paid Search,Retargeting,2025-05-06,17.22
U114652,Social,Referral_2025,2025-03-04,13.44
U114653,Affiliate,European_Market,2025-03-23,27.96
U114654,Paid Search,European_Market,2025-10-26,13.8
U114655,Direct,European_Market,2025-02-03,0.0
U114656,Affiliate,Referral_2025,2025-02-18,19.45
U114657,Organic,Crypto_Beginners,2025-02-26,0.0
U114658,Referral,European_Market,2025-04-19,7.57
U114659,Social,Referral_2025,2026-06-01,16.66
U114660,Paid Search,Retargeting,2025-01-24,14.9
U114661,Paid Search,Crypto_Beginners,2025-08-09,16.02
U114662,Affiliate,Summer_Campaign,2025-11-11,22.43
U114663,Paid Search,Mobile_App,2025-10-21,12.02
U114664,Affiliate,Mobile_App,2025-01-10,25.69
U114665,Paid Search,Crypto_Beginners,2026-04-26,18.08
U114666,Social,Brand,2025-09-24,13.62
U114667,Organic,Mobile_App,2025-03-29,0.0
U114668,Organic,Mobile_App,2026-03-31,0.0
U114669,Social,Brand,2026-06-17,10.15
U114670,Organic,Retargeting,2025-05-28,0.0
U114671,Affiliate,Trading_101,2026-03-07,34.5
U114672,Affiliate,Crypto_Beginners,2025-08-30,17.92
U114673,Affiliate,Crypto_Beginners,2025-03-07,16.47
U114674,Referral,Mobile_App,2026-01-13,9.92
U114675,Organic,Brand,2026-01-23,0.0
U114676,Paid Search,Referral_2025,2025-07-28,32.12
U114677,Referral,Trading_101,2026-02-19,9.99
U114678,Affiliate,Brand,2025-01-16,13.61
U114679,Organic,Summer_Campaign,2025-10-24,0.0
U114680,Paid Search,Summer_Campaign,2025-08-08,12.53
U114681,Social,Brand,2026-01-02,13.42
U114682,Email,Brand,2025-08-17,5.86
U114683,Organic,Mobile_App,2026-03-16,0.0
U114684,Direct,Mobile_App,2026-06-16,0.0
U114685,Email,Brand,2026-03-26,7.09
U114686,Organic,Referral_2025,2025-02-05,0.0
U114687,Organic,Retargeting,2026-02-26,0.0
U114688,Social,Summer_Campaign,2025-07-08,10.74
U114689,Email,Referral_2025,2025-06-27,4.45
U114690,Referral,Crypto_Beginners,2026-08-31,8.4
U114691,Paid Search,Crypto_Beginners,2025-11-11,18.82
U114692,Paid Search,Retargeting,2025-01-20,21.76
