user_id,signup_date,country,age_group,acquisition_channel,device_type,account_status
U102378,2025-07-17,Portugal,45-54,Organic,iOS,Inactive
U102379,2026-07-31,Denmark,25-34,Paid Search,Web,Active
U102380,2026-06-01,United Kingdom,18-24,Paid Search,iOS,Active
U102381,2026-05-29,Netherlands,55+,Paid Search,Android,Inactive
U102382,2025-01-22,Sweden,35-44,Social,iOS,Active
U102383,2025-04-22,Poland,55+,Organic,Android,Active
U102384,2025-02-26,Belgium,45-54,Social,Web,Suspended
U102385,2025-03-07,Netherlands,35-44,Organic,Android,Active
U102386,2025-04-08,Italy,35-44,Direct,Android,Active
U102387,2025-05-24,France,25-34,Affiliate,Web,Active
U102388,2026-03-11,United Kingdom,25-34,Organic,Android,Inactive
U102389,2025-03-27,Switzerland,35-44,Affiliate,iOS,Inactive
U102390,2026-08-11,Austria,45-54,Affiliate,iOS,Active
U102391,2025-12-10,Ireland,35-44,Organic,iOS,Active
U102392,2025-10-21,Spain,18-24,Social,Web,Active
U102393,2026-07-25,Austria,25-34,Organic,Web,Active
U102394,2025-08-31,Austria,25-34,Organic,Android,Active
U102395,2026-07-15,Netherlands,35-44,Referral,iOS,Active
U102396,2025-02-01,Denmark,35-44,Social,Android,Active
U102397,2026-01-26,France,25-34,Social,Android,Active
U102398,2025-10-04,Spain,35-44,Organic,Android,Active
U102399,2026-06-16,Denmark,25-34,Social,iOS,Active
U102400,2025-06-03,United Kingdom,45-54,Organic,iOS,Active
U102401,2026-01-18,Denmark,25-34,Social,Android,Inactive
U102402,2025-03-09,Ireland,35-44,Paid Search,Android,Inactive
U102403,2025-08-02,Netherlands,25-34,Direct,iOS,Inactive
U102404,2026-01-11,Portugal,18-24,Organic,Android,Active
U102405,2025-08-01,Germany,25-34,Paid Search,Android,Active
U102406,2025-03-20,India,55+,Referral,Android,Inactive
U102407,2026-08-27,India,25-34,Referral,iOS,Inactive
U102408,2026-01-16,India,25-34,Social,Android,Active
U102409,2025-02-27,Ireland,25-34,Email,Android,Active
U102410,2025-01-26,Austria,45-54,Affiliate,Web,Active
U102411,2026-03-23,Denmark,25-34,Direct,Android,Inactive
U102412,2025-03-07,Sweden,25-34,Referral,Web,Active
U102413,2025-09-11,Spain,25-34,Paid Search,Android,Active
U102414,2025-02-13,Sweden,55+,Social,iOS,Inactive
U102415,2025-04-07,Sweden,55+,Affiliate,iOS,Active
U102416,2026-07-08,Austria,35-44,Email,Android,Active
U102417,2025-08-15,Denmark,45-54,Organic,iOS,Active
U102418,2026-03-12,Switzerland,25-34,Social,Android,Inactive
U102419,2026-08-24,Italy,25-34,Organic,iOS,Active
U102420,2026-01-14,France,35-44,Affiliate,iOS,Inactive
U102421,2025-06-27,India,25-34,Organic,Android,Active
U102422,2026-03-03,Netherlands,25-34,Paid Search,iOS,Inactive
U102423,2025-11-03,Spain,55+,Organic,Android,Active
U102424,2026-05-19,Denmark,25-34,Referral,iOS,Active
U102425,2025-09-25,Germany,18-24,Organic,Android,Active
U102426,2026-08-09,Denmark,45-54,Email,iOS,Inactive
U102427,2025-01-08,Germany,25-34,Social,Android,Active
U102428,2026-05-23,Portugal,25-34,Paid Search,Android,Active
U102429,2026-04-21,Denmark,25-34,Paid Search,Android,Active
U102430,2025-10-24,Portugal,18-24,Paid Search,Android,Active
U102431,2025-06-13,Netherlands,25-34,Paid Search,iOS,Active
U102432,2026-04-30,United Kingdom,25-34,Direct,Android,Active
U102433,2026-08-20,Belgium,35-44,Social,Android,Active
U102434,2025-03-13,Germany,55+,Organic,Android,Active
U102435,2026-07-21,Denmark,25-34,Social,Android,Active
U102436,2026-07-13,Ireland,35-44,Referral,iOS,Inactive
U102437,2025-08-26,Denmark,18-24,Social,iOS,Inactive
U102438,2025-04-14,Portugal,45-54,Email,Web,Active
U102439,2025-07-29,France,45-54,Paid Search,Web,Active
U102440,2026-07-08,Portugal,35-44,Email,iOS,Active
U102441,2026-04-13,Switzerland,25-34,Referral,iOS,Inactive
U102442,2026-03-30,Netherlands,25-34,Social,Android,Active
U102443,2025-09-25,Austria,25-34,Affiliate,Android,Inactive
U102444,2026-01-21,Switzerland,55+,Organic,iOS,Active
U102445,2026-01-22,Sweden,35-44,Paid Search,Web,Active
U102446,2025-09-16,France,25-34,Paid Search,Android,Inactive
U102447,2025-10-10,Denmark,25-34,Referral,Android,Active
U102448,2025-02-09,Germany,25-34,Organic,Android,Active
U102449,2026-05-01,Sweden,35-44,Direct,iOS,Active
U102450,2025-08-08,Spain,35-44,Direct,iOS,Inactive
U102451,2025-05-09,Germany,25-34,Social,iOS,Active
U102452,2026-06-04,Germany,25-34,Email,Web,Active
U102453,2025-09-17,Spain,25-34,Email,iOS,Active
U102454,2026-01-01,Switzerland,18-24,Paid Search,Android,Active
U102455,2026-06-28,Ireland,55+,Social,Android,Active
U102456,2026-06-08,Switzerland,45-54,Organic,iOS,Active
U102457,2025-01-16,United Kingdom,55+,Social,Android,Active
U102458,2025-05-09,Austria,25-34,Social,iOS,Inactive
U102459,2026-07-29,Denmark,45-54,Email,iOS,Active
U102460,2025-04-19,Switzerland,25-34,Organic,Android,Inactive
U102461,2026-06-17,France,35-44,Referral,Android,Active
U102462,2025-09-26,Switzerland,25-34,Affiliate,Android,Active
U102463,2025-06-11,Denmark,45-54,Paid Search,Web,Active
U102464,2025-09-17,United Kingdom,35-44,Social,iOS,Active
U102465,2025-04-12,Italy,35-44,Referral,Android,Active
U102466,2026-05-21,Belgium,45-54,Organic,Android,Active
U102467,2026-07-25,Denmark,35-44,Social,Android,Active
U102468,2025-09-04,India,55+,Organic,Android,Active
U102469,2026-06-21,France,25-34,Direct,Android,Active
U102470,2025-05-11,Sweden,25-34,Direct,Android,Active
U102471,2025-12-19,Netherlands,35-44,Affiliate,iOS,Inactive
U102472,2025-07-15,Spain,25-34,Organic,Android,Active
U102473,2026-01-17,Netherlands,25-34,Direct,Android,Active
U102474,2025-08-15,Spain,25-34,Organic,Web,Active
U102475,2026-04-21,Netherlands,45-54,Direct,iOS,Inactive
U102476,2026-04-22,India,35-44,Organic,iOS,Active
U102477,2025-09-22,Italy,35-44,Organic,Android,Active
U102478,2026-01-07,Portugal,25-34,Social,iOS,Active
U102479,2026-05-01,India,25-34,Referral,iOS,Active
U102480,2026-03-10,Belgium,25-34,Social,iOS,Inactive
U102481,2025-07-30,Ireland,25-34,Email,Android,Active
U102482,2026-07-26,Austria,18-24,Organic,Android,Active
U102483,2026-01-12,Sweden,45-54,Paid Search,Web,Inactive
U102484,2026-01-30,Sweden,45-54,Affiliate,iOS,Active
U102485,2026-03-26,Sweden,35-44,Social,Android,Active
U102486,2025-12-30,United Kingdom,25-34,Organic,iOS,Active
U102487,2026-04-02,India,25-34,Social,iOS,Active
U102488,2025-08-14,Germany,35-44,Organic,iOS,Active
U102489,2025-05-11,Spain,25-34,Organic,iOS,Active
U102490,2026-08-11,Austria,35-44,Referral,iOS,Active
U102491,2026-04-21,Denmark,45-54,Organic,Android,Suspended
U102492,2025-10-04,Spain,25-34,Social,Android,Inactive
U102493,2025-06-05,Spain,35-44,Social,Android,Active
U102494,2025-08-06,India,55+,Organic,iOS,Active
U102495,2025-07-09,Spain,25-34,Direct,Android,Inactive
U102496,2026-02-21,Spain,45-54,Referral,Android,Active
U102497,2026-06-30,Poland,45-54,Affiliate,Android,Active
U102498,2025-02-10,United Kingdom,55+,Social,Web,Inactive
U102499,2025-11-03,Spain,45-54,Affiliate,Android,Inactive
U102500,2025-12-04,Germany,35-44,Social,Android,Inactive
U102501,2025-11-10,India,35-44,Social,iOS,Active
U102502,2025-03-16,Netherlands,25-34,Organic,Android,Active
U102503,2025-10-06,United Kingdom,35-44,Organic,Android,Active
U102504,2025-06-25,United Kingdom,25-34,Paid Search,Web,Active
U102505,2025-09-30,India,25-34,Organic,Android,Active
U102506,2025-10-16,Poland,35-44,Referral,iOS,Suspended
U102507,2025-09-29,Netherlands,35-44,Organic,Web,Active
U102508,2025-03-07,Portugal,25-34,Organic,Android,Active
U102509,2026-04-28,Sweden,25-34,Email,iOS,Active
U102510,2025-09-05,Spain,35-44,Paid Search,Android,Active
U102511,2025-06-05,France,25-34,Email,Android,Active
U102512,2025-02-16,Poland,25-34,Affiliate,iOS,Active
U102513,2026-03-30,Austria,25-34,Affiliate,iOS,Active
U102514,2025-07-20,Sweden,35-44,Organic,Android,Inactive
U102515,2025-05-04,Germany,35-44,Organic,iOS,Active
U102516,2025-01-01,Spain,25-34,Paid Search,iOS,Active
U102517,2025-07-10,India,45-54,Affiliate,iOS,Active
U102518,2026-08-02,Spain,35-44,Direct,Android,Active
U102519,2026-05-31,India,35-44,Social,iOS,Active
U102520,2026-03-18,Switzerland,25-34,Organic,iOS,Inactive
U102521,2025-05-23,France,45-54,Paid Search,iOS,Active
U102522,2025-07-10,United Kingdom,25-34,Email,Android,Active
U102523,2026-06-17,Italy,35-44,Organic,Android,Active
U102524,2025-08-15,Austria,18-24,Paid Search,iOS,Inactive
U102525,2025-11-09,Ireland,18-24,Email,Web,Active
U102526,2025-10-29,Switzerland,55+,Paid Search,Web,Active
U102527,2026-04-05,Poland,35-44,Social,iOS,Inactive
U102528,2026-02-05,Sweden,25-34,Paid Search,Android,Inactive
U102529,2026-07-05,Denmark,45-54,Organic,iOS,Active
U102530,2026-01-28,Netherlands,55+,Paid Search,iOS,Inactive
U102531,2025-07-26,Austria,18-24,Organic,Web,Active
U102532,2025-07-29,Poland,18-24,Direct,Android,Inactive
U102533,2025-04-25,Denmark,45-54,Organic,iOS,Active
U102534,2025-09-08,France,35-44,Referral,iOS,Inactive
U102535,2025-08-07,Switzerland,45-54,Direct,Android,Inactive
U102536,2026-02-11,Belgium,35-44,Direct,iOS,Active
U102537,2026-03-19,Germany,25-34,Organic,iOS,Active
U102538,2026-08-26,Portugal,25-34,Affiliate,iOS,Active
U102539,2025-12-20,Germany,25-34,Paid Search,Android,Active
U102540,2026-07-12,Switzerland,45-54,Organic,iOS,Inactive
U102541,2026-07-04,Netherlands,25-34,Referral,iOS,Active
U102542,2025-05-22,United Kingdom,35-44,Direct,iOS,Active
U102543,2026-05-16,Portugal,25-34,Organic,Android,Active
U102544,2026-07-01,Austria,25-34,Organic,Android,Inactive
U102545,2026-06-26,Switzerland,18-24,Paid Search,Android,Inactive
U102546,2026-05-22,India,25-34,Organic,iOS,Active
U102547,2026-08-19,Netherlands,35-44,Organic,Android,Active
U102548,2025-10-08,Germany,35-44,Paid Search,Web,Active
U102549,2026-02-28,Portugal,25-34,Organic,iOS,Active
U102550,2025-09-27,Belgium,25-34,Organic,Android,Active
U102551,2025-06-03,Belgium,25-34,Social,Android,Inactive
U102552,2025-03-24,Sweden,45-54,Paid Search,Android,Active
U102553,2026-03-02,Italy,45-54,Affiliate,Android,Inactive
U102554,2025-10-02,Italy,35-44,Affiliate,iOS,Inactive
U102555,2025-10-11,Austria,25-34,Social,Android,Active
U102556,2025-06-22,Austria,35-44,Email,Android,Active
U102557,2025-11-23,United Kingdom,35-44,Organic,Android,Active
U102558,2025-03-04,Netherlands,35-44,Organic,iOS,Active
U102559,2025-03-14,Austria,25-34,Social,iOS,Active
U102560,2026-01-10,Sweden,45-54,Direct,Web,Inactive
U102561,2026-05-23,Germany,25-34,Social,Android,Suspended
U102562,2026-02-02,Belgium,25-34,Paid Search,Web,Active
U102563,2025-04-30,Sweden,25-34,Organic,Web,Active
U102564,2026-03-13,Poland,45-54,Direct,iOS,Active
U102565,2026-04-10,Netherlands,35-44,Paid Search,iOS,Active
U102566,2025-10-13,Portugal,25-34,Paid Search,Android,Suspended
U102567,2025-09-22,Denmark,45-54,Paid Search,iOS,Active
U102568,2025-11-16,Poland,35-44,Referral,Web,Inactive
U102569,2026-01-11,Spain,25-34,Organic,iOS,Active
U102570,2025-03-30,India,55+,Organic,iOS,Inactive
U102571,2025-07-22,Austria,25-34,Direct,Android,Active
U102572,2025-11-30,Switzerland,18-24,Paid Search,Android,Inactive
U102573,2025-08-10,Ireland,35-44,Social,iOS,Active
U102574,2025-02-10,Germany,45-54,Paid Search,Android,Active
U102575,2025-03-09,Austria,18-24,Organic,Android,Active
U102576,2026-05-29,Spain,45-54,Affiliate,iOS,Active
U102577,2026-08-21,Germany,45-54,Social,Android,Active
U102578,2025-05-07,Belgium,55+,Social,Web,Active
U102579,2025-09-12,Belgium,25-34,Social,Web,Active
U102580,2025-01-16,Netherlands,35-44,Organic,Android,Inactive
U102581,2026-04-22,United Kingdom,25-34,Affiliate,Android,Active
U102582,2025-03-03,Belgium,25-34,Affiliate,Android,Active
U102583,2026-03-08,Austria,25-34,Paid Search,iOS,Active
U102584,2025-09-25,Portugal,25-34,Email,Android,Active
U102585,2025-02-04,United Kingdom,25-34,Direct,Android,Inactive
U102586,2026-07-30,France,25-34,Organic,Android,Inactive
U102587,2026-05-09,France,18-24,Referral,Android,Active
U102588,2026-07-16,Italy,35-44,Referral,iOS,Active
U102589,2026-04-14,Germany,25-34,Social,Android,Inactive
U102590,2025-11-21,Portugal,35-44,Organic,iOS,Active
U102591,2025-10-31,Spain,25-34,Organic,Android,Active
U102592,2025-10-03,India,25-34,Direct,iOS,Active
U102593,2025-07-20,Sweden,25-34,Social,iOS,Active
U102594,2026-03-21,Austria,45-54,Referral,iOS,Inactive
U102595,2025-11-20,Denmark,35-44,Social,Web,Active
U102596,2025-02-04,India,18-24,Social,iOS,Active
U102597,2026-04-27,France,55+,Organic,iOS,Inactive
U102598,2026-04-25,Spain,35-44,Paid Search,iOS,Active
U102599,2025-03-06,Belgium,25-34,Paid Search,iOS,Active
U102600,2025-01-08,Belgium,45-54,Paid Search,iOS,Active
U102601,2025-10-28,France,45-54,Organic,Android,Active
U102602,2025-12-09,Sweden,35-44,Referral,Android,Active
U102603,2026-03-07,United Kingdom,45-54,Organic,Android,Active
U102604,2026-02-28,France,18-24,Social,Android,Inactive
U102605,2025-11-28,Spain,55+,Paid Search,Android,Inactive
U102606,2026-03-14,Switzerland,18-24,Social,iOS,Inactive
U102607,2026-08-11,Poland,35-44,Referral,Android,Active
U102608,2025-06-23,Germany,25-34,Referral,iOS,Active
U102609,2026-07-13,United Kingdom,18-24,Direct,Android,Active
U102610,2026-06-11,Poland,55+,Direct,iOS,Active
U102611,2025-01-26,Denmark,25-34,Direct,iOS,Active
U102612,2026-08-28,Germany,45-54,Social,Android,Inactive
U102613,2026-02-10,Spain,25-34,Paid Search,iOS,Active
U102614,2025-08-20,Switzerland,35-44,Social,iOS,Active
U102615,2026-06-17,Belgium,25-34,Organic,iOS,Inactive
U102616,2026-07-04,Poland,35-44,Social,Android,Inactive
U102617,2026-05-20,India,45-54,Referral,iOS,Active
U102618,2025-06-28,Switzerland,35-44,Referral,Android,Active
U102619,2025-05-12,Switzerland,25-34,Organic,iOS,Active
U102620,2026-03-31,Switzerland,25-34,Email,Android,Inactive
U102621,2025-12-14,Sweden,25-34,Paid Search,Android,Active
U102622,2026-06-24,Germany,45-54,Referral,Android,Active
U102623,2026-02-10,Switzerland,35-44,Affiliate,Web,Inactive
U102624,2025-03-17,Spain,35-44,Social,iOS,Active
U102625,2026-08-02,Portugal,25-34,Paid Search,iOS,Active
U102626,2026-05-07,Austria,25-34,Organic,Web,Inactive
U102627,2025-07-13,India,35-44,Direct,iOS,Active
U102628,2025-06-11,Poland,18-24,Organic,iOS,Active
U102629,2025-12-13,Poland,25-34,Paid Search,iOS,Active
U102630,2025-12-27,United Kingdom,25-34,Email,iOS,Inactive
U102631,2026-08-07,Italy,35-44,Referral,Web,Active
U102632,2025-03-28,Italy,35-44,Organic,Android,Inactive
U102633,2025-09-19,Denmark,25-34,Referral,iOS,Active
U102634,2025-08-02,India,18-24,Affiliate,Android,Active
U102635,2026-07-27,Italy,25-34,Affiliate,Android,Active
U102636,2025-09-19,Portugal,25-34,Email,iOS,Active
U102637,2025-10-10,Portugal,35-44,Referral,iOS,Inactive
U102638,2026-04-12,France,25-34,Referral,Android,Active
U102639,2026-01-15,Denmark,35-44,Social,Android,Active
U102640,2025-12-28,Austria,35-44,Organic,Android,Inactive
U102641,2026-03-25,India,45-54,Social,Android,Active
U102642,2026-03-17,United Kingdom,25-34,Organic,Web,Active
U102643,2025-04-03,Sweden,25-34,Affiliate,Web,Active
U102644,2026-02-28,India,25-34,Direct,Web,Inactive
U102645,2025-05-22,Spain,25-34,Referral,iOS,Active
U102646,2025-10-18,France,35-44,Referral,Web,Inactive
U102647,2026-03-08,Poland,35-44,Paid Search,Web,Inactive
U102648,2025-02-18,Switzerland,25-34,Paid Search,Android,Active
U102649,2025-10-29,United Kingdom,25-34,Affiliate,Android,Inactive
U102650,2025-07-09,Austria,25-34,Organic,Android,Active
U102651,2025-05-16,Netherlands,25-34,Affiliate,Web,Active
U102652,2026-07-09,Netherlands,45-54,Referral,Android,Active
U102653,2026-02-08,India,18-24,Paid Search,Android,Inactive
U102654,2026-08-25,Austria,45-54,Referral,iOS,Active
U102655,2025-12-07,Netherlands,18-24,Email,Android,Active
U102656,2025-11-14,United Kingdom,45-54,Paid Search,iOS,Active
U102657,2025-12-29,France,35-44,Paid Search,Android,Active
U102658,2026-01-17,Portugal,25-34,Organic,iOS,Suspended
U102659,2025-08-21,Austria,25-34,Organic,Android,Inactive
U102660,2025-12-10,Netherlands,35-44,Affiliate,iOS,Active
U102661,2026-07-03,Spain,25-34,Organic,iOS,Inactive
U102662,2026-07-07,United Kingdom,45-54,Organic,Android,Active
U102663,2026-06-13,Netherlands,35-44,Referral,Android,Active
U102664,2026-07-25,Sweden,45-54,Referral,Android,Active
U102665,2025-07-02,Switzerland,35-44,Social,iOS,Active
U102666,2025-02-10,France,25-34,Referral,Web,Active
U102667,2026-07-05,Belgium,25-34,Referral,Android,Active
U102668,2026-02-01,Germany,25-34,Referral,Android,Inactive
U102669,2026-05-09,France,35-44,Direct,Web,Active
U102670,2025-11-29,United Kingdom,45-54,Organic,Android,Active
U102671,2025-05-07,Ireland,45-54,Referral,Android,Active
U102672,2026-07-12,Ireland,25-34,Organic,iOS,Active
U102673,2026-07-11,Germany,45-54,Email,iOS,Active
U102674,2025-01-01,Portugal,25-34,Email,Android,Active
U102675,2025-06-17,Italy,18-24,Direct,Android,Active
U102676,2025-01-19,Netherlands,25-34,Organic,iOS,Inactive
U102677,2025-11-28,United Kingdom,25-34,Email,iOS,Active
U102678,2026-08-07,Spain,45-54,Organic,iOS,Active
U102679,2026-04-01,Portugal,35-44,Direct,Android,Active
U102680,2025-04-19,Ireland,18-24,Email,Android,Inactive
U102681,2025-09-25,Austria,25-34,Affiliate,iOS,Active
U102682,2026-03-21,Germany,25-34,Organic,iOS,Suspended
U102683,2025-08-28,Portugal,35-44,Organic,Android,Active
U102684,2025-10-28,Italy,35-44,Affiliate,iOS,Active
U102685,2026-08-25,Austria,35-44,Direct,iOS,Active
U102686,2025-04-13,Switzerland,55+,Paid Search,Android,Inactive
U102687,2025-09-07,Denmark,25-34,Paid Search,Web,Active
U102688,2026-03-29,France,35-44,Social,iOS,Active
U102689,2026-06-04,Germany,55+,Organic,Web,Active
U102690,2025-06-02,Ireland,35-44,Social,Web,Active
U102691,2025-06-23,Spain,25-34,Social,Android,Active
U102692,2025-12-09,Denmark,25-34,Paid Search,Android,Inactive
U102693,2026-03-07,United Kingdom,45-54,Referral,Android,Active
U102694,2025-11-20,Sweden,35-44,Organic,iOS,Inactive
U102695,2026-02-24,Switzerland,35-44,Paid Search,Web,Active
U102696,2026-08-17,United Kingdom,35-44,Organic,Android,Active
U102697,2026-04-30,Switzerland,55+,Referral,Android,Active
U102698,2026-02-16,Portugal,45-54,Paid Search,Android,Active
U102699,2025-03-25,Germany,45-54,Social,Web,Active
U102700,2025-04-23,Poland,35-44,Organic,iOS,Active
U102701,2025-11-28,France,35-44,Paid Search,Android,Active
U102702,2026-01-13,Germany,55+,Affiliate,Android,Active
U102703,2025-02-10,Austria,45-54,Social,Android,Active
U102704,2025-04-15,Italy,45-54,Direct,iOS,Active
U102705,2025-07-21,Switzerland,35-44,Organic,iOS,Active
U102706,2026-03-26,Switzerland,25-34,Paid Search,iOS,Active
U102707,2025-09-23,Ireland,35-44,Email,iOS,Inactive
U102708,2025-07-29,United Kingdom,18-24,Organic,iOS,Active
U102709,2026-07-17,Switzerland,25-34,Paid Search,iOS,Active
U102710,2025-04-28,France,25-34,Organic,Android,Active
U102711,2026-01-12,Spain,35-44,Referral,iOS,Active
U102712,2026-07-05,Germany,45-54,Referral,iOS,Inactive
U102713,2026-06-24,Spain,25-34,Referral,Android,Active
U102714,2025-03-25,Ireland,25-34,Paid Search,Android,Active
U102715,2026-03-30,Sweden,45-54,Organic,Android,Inactive
U102716,2026-05-29,Portugal,35-44,Organic,Android,Active
U102717,2026-08-28,Austria,,Referral,iOS,Active
U102718,2026-01-22,Denmark,35-44,Affiliate,iOS,Active
U102719,2025-12-16,Sweden,25-34,Organic,Android,Active
U102720,2025-10-23,Sweden,25-34,Paid Search,iOS,Inactive
U102721,2025-09-15,United Kingdom,55+,Paid Search,Android,Active
U102722,2025-03-22,Denmark,35-44,Organic,iOS,Inactive
U102723,2025-09-25,Switzerland,18-24,Social,Android,Active
U102724,2026-02-23,Poland,25-34,Social,Android,Inactive
U102725,2025-08-23,India,35-44,Referral,iOS,Inactive
U102726,2025-11-07,Belgium,25-34,Social,Android,Inactive
U102727,2025-12-23,United Kingdom,25-34,Direct,Android,Inactive
U102728,2025-08-01,Ireland,25-34,Email,iOS,Inactive
U102729,2026-07-28,Poland,25-34,Paid Search,Web,Inactive
U102730,2025-02-18,Austria,35-44,Referral,iOS,Inactive
U102731,2025-05-07,Germany,45-54,Referral,iOS,Active
U102732,2025-08-11,Netherlands,25-34,Referral,iOS,Inactive
U102733,2025-10-06,Italy,25-34,Referral,Android,Inactive
U102734,2026-02-12,Netherlands,25-34,Organic,iOS,Active
U102735,2026-05-20,Sweden,55+,Direct,Web,Active
U102736,2025-10-21,Denmark,35-44,Social,Android,Active
U102737,2025-10-04,Switzerland,25-34,Paid Search,iOS,Active
U102738,2026-03-14,Spain,45-54,Affiliate,Android,Inactive
U102739,2025-04-17,Switzerland,35-44,Paid Search,iOS,Active
U102740,2026-02-24,Austria,35-44,Organic,iOS,Active
U102741,2026-03-05,Denmark,55+,Paid Search,iOS,Inactive
U102742,2026-01-10,Spain,25-34,Referral,Android,Suspended
U102743,2025-03-14,Italy,25-34,Direct,iOS,Active
U102744,2025-01-30,Denmark,35-44,Affiliate,Web,Active
U102745,2025-07-07,Ireland,55+,Paid Search,iOS,Active
U102746,2025-12-30,Austria,55+,Affiliate,Web,Active
U102747,2026-03-27,Austria,45-54,Direct,iOS,Inactive
U102748,2025-07-14,Ireland,35-44,Paid Search,Android,Active
U102749,2025-06-05,Belgium,45-54,Direct,Android,Active
U102750,2025-06-21,Denmark,25-34,Social,iOS,Active
U102751,2025-02-10,Switzerland,,Email,iOS,Active
U102752,2025-03-04,United Kingdom,25-34,Paid Search,iOS,Active
U102753,2025-01-23,United Kingdom,35-44,Paid Search,iOS,Active
U102754,2025-12-26,Ireland,25-34,Email,Android,Active
U102755,2025-03-16,Portugal,45-54,Organic,Android,Inactive
U102756,2026-07-14,Austria,25-34,Paid Search,Web,Active
U102757,2025-04-28,Belgium,25-34,Affiliate,iOS,Active
U102758,2026-01-15,France,35-44,Social,iOS,Active
U102759,2025-10-17,Netherlands,25-34,Social,Android,Active
U102760,2026-03-16,Spain,35-44,Paid Search,Android,Active
U102761,2025-01-07,Switzerland,45-54,Social,Android,Active
U102762,2025-07-15,Austria,25-34,Paid Search,iOS,Active
U102763,2026-02-25,Denmark,25-34,Organic,Web,Active
U102764,2026-07-22,Spain,55+,Organic,iOS,Inactive
U102765,2025-07-12,Netherlands,45-54,Paid Search,iOS,Active
U102766,2026-07-13,Italy,55+,Referral,iOS,Active
U102767,2025-05-28,Austria,45-54,Organic,iOS,Active
U102768,2025-07-21,Poland,25-34,Referral,iOS,Inactive
U102769,2026-03-20,Poland,25-34,Social,Android,Active
U102770,2026-02-23,Austria,25-34,Referral,iOS,Active
U102771,2026-03-03,Spain,25-34,Social,iOS,Inactive
U102772,2026-04-24,Denmark,18-24,Affiliate,Android,Active
U102773,2026-04-20,Austria,45-54,Organic,iOS,Inactive
U102774,2025-05-06,Austria,35-44,Organic,Android,Active
U102775,2026-01-30,Ireland,25-34,Direct,Android,Active
U102776,2026-07-30,Poland,45-54,Paid Search,Android,Suspended
U102777,2025-11-21,Portugal,25-34,Paid Search,iOS,Active
U102778,2026-01-27,Sweden,18-24,Referral,iOS,Active
U102779,2026-03-16,United Kingdom,25-34,Referral,iOS,Inactive
U102780,2025-07-23,Germany,35-44,Organic,iOS,Active
U102781,2026-05-01,Italy,45-54,Organic,Android,Active
U102782,2025-01-31,United Kingdom,25-34,Affiliate,Android,Inactive
U102783,2026-01-23,Germany,35-44,Direct,iOS,Inactive
U102784,2026-03-10,Switzerland,18-24,Paid Search,Android,Inactive
U102785,2026-01-11,Portugal,25-34,Organic,Web,Active
U102786,2025-12-10,Poland,25-34,Referral,Web,Active
U102787,2026-03-19,India,18-24,Referral,Android,Active
U102788,2026-08-02,Austria,35-44,Referral,iOS,Active
U102789,2025-03-16,Switzerland,35-44,Referral,Web,Active
U102790,2026-07-11,Italy,18-24,Affiliate,Android,Active
U102791,2025-06-04,France,25-34,Affiliate,Android,Active
U102792,2026-03-06,France,55+,Organic,Web,Inactive
U102793,2025-12-29,Spain,25-34,Direct,iOS,Active
U102794,2026-03-24,Poland,45-54,Paid Search,Android,Inactive
U102795,2025-08-22,France,35-44,Paid Search,Android,Active
U102796,2026-07-17,United Kingdom,25-34,Paid Search,iOS,Active
U102797,2025-09-19,Austria,25-34,Organic,iOS,Active
U102798,2025-05-05,Germany,25-34,Social,Android,Active
U102799,2025-09-02,Belgium,35-44,Social,iOS,Inactive
U102800,2026-06-26,Denmark,25-34,Organic,Android,Active
U102801,2026-04-30,Ireland,35-44,Social,Android,Active
U102802,2025-05-02,Germany,45-54,Social,Android,Active
U102803,2025-05-05,United Kingdom,35-44,Paid Search,Web,Active
U102804,2026-07-03,Germany,55+,Affiliate,Android,Active
U102805,2025-06-19,Sweden,35-44,Affiliate,iOS,Inactive
U102806,2025-05-04,Belgium,25-34,Organic,Android,Inactive
U102807,2025-02-04,Austria,35-44,Referral,Android,Active
U102808,2025-03-28,Sweden,45-54,Referral,Android,Active
U102809,2025-07-20,Denmark,25-34,Direct,iOS,Active
U102810,2026-01-04,Ireland,35-44,Email,iOS,Suspended
U102811,2025-03-18,India,18-24,Email,iOS,Active
U102812,2025-02-28,Italy,55+,Affiliate,iOS,Active
U102813,2026-03-07,Switzerland,35-44,Social,Android,Suspended
U102814,2026-05-15,India,25-34,Social,Android,Active
U102815,2025-04-19,Spain,45-54,Paid Search,iOS,Active
U102816,2025-10-05,France,18-24,Affiliate,iOS,Active
U102817,2025-03-09,Netherlands,25-34,Paid Search,iOS,Active
U102818,2025-03-10,Netherlands,35-44,Referral,Web,Active
U102819,2025-06-14,India,55+,Paid Search,iOS,Inactive
U102820,2026-05-04,Germany,25-34,Organic,Android,Active
U102821,2025-11-01,India,45-54,Paid Search,Android,Inactive
U102822,2025-12-31,Ireland,25-34,Organic,iOS,Active
U102823,2026-01-14,Belgium,18-24,Organic,Android,Active
U102824,2025-12-09,Germany,18-24,Organic,iOS,Active
U102825,2026-07-08,Netherlands,35-44,Direct,Android,Active
U102826,2025-12-20,Austria,25-34,Organic,iOS,Inactive
U102827,2026-02-20,Portugal,18-24,Referral,Android,Inactive
U102828,2025-04-19,France,55+,Direct,iOS,Inactive
U102829,2026-07-17,United Kingdom,25-34,Social,Android,Inactive
U102830,2026-05-12,Portugal,25-34,Email,Android,Active
