session_id,user_id,session_date,session_duration_sec,screens_viewed,device_type,app_version
S519798,U114998,2026-08-29,271.0,15,Android,5.2.0
S519799,U137888,2026-02-18,138.0,7,iOS,5.1.0
S519800,U122092,2025-07-01,786.0,7,iOS,5.2.0
S519801,U108169,2026-01-07,259.0,5,iOS,5.4.0
S519802,U100446,2026-08-08,533.0,10,iOS,5.2.0
S519803,U143154,2026-05-06,435.0,7,iOS,5.4.1
S519804,U110238,2026-06-03,197.0,5,iOS,5.1.0
S519805,U105647,2026-03-04,187.0,7,iOS,5.3.0
S519806,U125599,2025-12-23,370.0,9,Android,5.3.0
S519807,U116598,2026-08-27,67.0,7,Android,5.4.1
S519808,U119423,2025-09-16,147.0,6,Android,5.4.0
S519809,U123030,2025-10-02,342.0,7,iOS,5.3.0
S519810,U130266,2025-07-05,127.0,6,iOS,5.2.0
S519811,U144139,2026-06-18,262.0,3,Android,5.4.0
S519812,U121316,2026-04-05,440.0,10,Android,5.3.0
S519813,U143321,2026-03-11,653.0,7,Android,5.4.0
S519814,U101858,2026-07-07,207.0,4,iOS,5.3.0
S519815,U148801,2025-09-30,287.0,5,iOS,5.3.0
S519816,U134087,2026-03-22,219.0,11,Android,5.3.0
S519817,U103104,2026-04-26,102.0,6,Android,5.2.0
S519818,U129582,2026-01-07,210.0,6,iOS,5.4.1
S519819,U144978,2026-02-11,193.0,7,Web,5.1.0
S519820,U145008,2026-07-22,957.0,5,iOS,5.4.0
S519821,U133496,2026-01-21,257.0,9,iOS,5.4.1
S519822,U134621,2025-09-11,248.0,11,iOS,5.3.0
S519823,U104374,2026-06-20,292.0,5,iOS,5.4.0
S519824,U121879,2026-06-07,244.0,5,Android,5.4.0
S519825,U101940,2025-10-31,137.0,9,Web,5.2.0
S519826,U108002,2026-08-10,351.0,6,Android,5.4.1
S519827,U113635,2025-10-20,351.0,2,Web,5.2.0
S519828,U133137,2026-01-08,242.0,9,iOS,5.4.1
S519829,U101238,2026-03-23,431.0,8,iOS,5.4.1
S519830,U105444,2026-02-09,154.0,5,Web,5.1.0
S519831,U103512,2026-03-15,832.0,10,Web,5.3.0
S519832,U145642,2026-04-30,228.0,3,Android,5.4.1
S519833,U113492,2026-06-28,1056.0,6,iOS,5.1.0
S519834,U117480,2025-08-17,103.0,8,Android,5.3.0
S519835,U106253,2026-03-20,504.0,3,iOS,5.4.1
S519836,U100923,2025-12-31,502.0,6,Web,5.2.0
S519837,U112153,2026-05-19,352.0,9,iOS,5.2.0
S519838,U139346,2026-05-10,239.0,6,Android,5.4.0
S519839,U143774,2026-03-19,1654.0,9,iOS,5.4.1
S519840,U124793,2025-08-31,936.0,4,Android,5.4.0
S519841,U139951,2025-12-29,453.0,6,Android,5.4.0
S519842,U139949,2025-12-29,325.0,3,Android,5.2.0
S519843,U147429,2025-11-09,123.0,10,iOS,5.1.0
S519844,U127696,2026-08-22,233.0,9,iOS,5.2.0
S519845,U100005,2025-04-16,331.0,10,Android,5.3.0
S519846,U142668,2026-02-21,179.0,10,iOS,5.2.0
S519847,U140724,2025-10-28,796.0,7,Android,5.4.0
S519848,U103049,2026-07-02,457.0,5,Android,5.3.0
S519849,U133029,2025-08-26,421.0,8,Android,5.3.0
S519850,U104078,2026-05-12,293.0,4,Android,5.4.0
S519851,U113402,2026-07-15,69.0,6,Android,5.4.0
S519852,U129041,2026-05-12,610.0,10,Web,5.2.0
S519853,U118389,2026-04-04,293.0,9,iOS,5.3.0
S519854,U136608,2025-09-19,187.0,3,iOS,5.3.0
S519855,U128649,2025-09-08,674.0,9,Android,5.4.0
S519856,U144393,2025-07-16,173.0,8,Web,5.2.0
S519857,U146471,2026-02-22,163.0,7,Android,5.3.0
S519858,U126955,2025-12-04,404.0,5,Android,5.2.0
S519859,U147958,2026-04-15,74.0,6,iOS,5.1.0
S519860,U149347,2025-02-26,370.0,5,iOS,5.3.0
S519861,U129181,2026-05-22,1215.0,5,Android,5.3.0
S519862,U147073,2026-01-29,516.0,7,Android,5.4.0
S519863,U102623,2026-07-06,98.0,8,iOS,5.4.0
S519864,U138011,2025-11-16,160.0,7,iOS,5.4.1
S519865,U113154,2026-05-03,1224.0,10,Android,5.3.0
S519866,U111827,2026-04-22,297.0,7,Android,5.4.0
S519867,U123417,2025-07-25,86.0,6,Android,5.2.0
S519868,U138749,2025-10-21,343.0,8,iOS,5.1.0
S519869,U128729,2025-07-03,290.0,8,iOS,5.4.0
S519870,U146498,2026-06-18,343.0,13,Android,5.1.0
S519871,U143928,2025-09-09,475.0,8,Android,5.4.1
S519872,U113814,2026-06-06,345.0,11,Web,5.4.1
S519873,U125372,2025-10-22,915.0,9,Android,5.2.0
S519874,U147981,2025-07-09,222.0,9,iOS,5.4.0
S519875,U126566,2026-03-07,180.0,8,Web,5.1.0
S519876,U128463,2026-03-27,53.0,6,Android,5.4.1
S519877,U145735,2026-07-14,220.0,4,Web,5.4.0
S519878,U126210,2026-05-05,182.0,6,Android,5.3.0
S519879,U148882,2025-09-21,520.0,6,Web,5.4.1
S519880,U120057,2025-11-14,398.0,5,iOS,5.1.0
S519881,U105928,2026-01-11,348.0,9,Android,5.1.0
S519882,U124992,2026-03-02,273.0,10,Web,5.4.1
S519883,U129603,2026-05-29,700.0,3,iOS,5.1.0
S519884,U114313,2026-05-03,415.0,5,iOS,5.2.0
S519885,U139761,2025-12-08,435.0,7,Web,5.3.0
S519886,U108797,2025-12-15,157.0,5,iOS,5.2.0
S519887,U114660,2025-10-07,687.0,6,Android,5.4.1
S519888,U128429,2025-09-10,132.0,5,Android,5.3.0
S519889,U103964,2025-06-20,178.0,6,Android,5.1.0
S519890,U141354,2026-01-08,334.0,10,iOS,5.2.0
S519891,U146075,2025-09-23,164.0,10,iOS,5.3.0
S519892,U129726,2025-12-20,282.0,10,iOS,5.4.0
S519893,U100275,2025-10-16,743.0,7,Web,5.1.0
S519894,U128034,2026-05-27,88.0,7,Android,5.4.0
S519895,U116911,2026-06-06,806.0,6,Android,5.3.0
S519896,U104743,2026-07-14,163.0,9,Android,5.4.0
S519897,U124278,2025-06-23,259.0,6,Android,5.3.0
S519898,U111409,2025-07-04,459.0,7,iOS,5.3.0
S519899,U132328,2025-12-11,372.0,10,iOS,5.3.0
S519900,U144995,2026-07-25,507.0,8,Android,5.4.1
S519901,U100791,2025-03-07,293.0,3,Web,5.4.1
S519902,U130938,2026-07-29,442.0,7,iOS,5.2.0
S519903,U115590,2025-10-04,279.0,9,Android,5.4.1
S519904,U140552,2025-10-27,145.0,5,Android,5.1.0
S519905,U137789,2026-02-20,117.0,8,iOS,5.1.0
S519906,U127959,2025-08-02,425.0,6,iOS,5.4.0
S519907,U113429,2025-09-03,256.0,4,Android,5.4.0
S519908,U139363,2026-05-14,120.0,7,iOS,5.4.0
S519909,U133889,2025-12-13,357.0,5,Web,5.1.0
S519910,U131005,2026-04-08,608.0,6,Android,5.4.1
S519911,U138107,2026-01-16,147.0,8,Android,5.4.0
S519912,U127558,2025-06-05,177.0,8,iOS,5.4.1
S519913,U125964,2025-11-16,120.0,12,iOS,5.4.0
S519914,U131711,2026-06-18,705.0,10,iOS,5.4.0
S519915,U100532,2026-07-02,178.0,5,Android,5.4.0
S519916,U112099,2026-08-03,457.0,7,Android,5.2.0
S519917,U114795,2026-08-01,281.0,7,iOS,5.4.1
S519918,U132133,2026-07-09,185.0,7,Android,5.1.0
S519919,U121511,2026-05-20,82.0,5,Android,5.4.0
S519920,U138943,2026-04-04,134.0,5,Web,5.4.1
S519921,U145989,2026-05-15,658.0,6,iOS,5.4.0
S519922,U140294,2025-08-04,681.0,4,iOS,5.4.1
S519923,U122850,2025-11-19,195.0,6,Android,5.4.1
S519924,U149248,2026-06-12,258.0,7,Android,5.1.0
S519925,U130834,2026-08-28,235.0,11,iOS,5.4.0
S519926,U113412,2026-01-02,233.0,4,Web,5.4.0
S519927,U137745,2025-07-29,345.0,11,iOS,5.1.0
S519928,U149790,2026-03-09,188.0,6,iOS,5.4.1
S519929,U100980,2026-06-01,343.0,13,iOS,5.2.0
S519930,U149257,2025-07-18,874.0,7,Android,5.4.1
S519931,U128071,2026-01-14,321.0,5,iOS,5.2.0
S519932,U101411,2025-10-30,251.0,9,Android,5.2.0
S519933,U122331,2025-06-26,98.0,5,Web,5.4.0
S519934,U148480,2026-08-02,550.0,4,Web,5.1.0
S519935,U122113,2025-07-02,354.0,3,iOS,5.4.0
S519936,U130393,2025-06-25,204.0,6,Android,5.4.1
S519937,U105249,2025-07-25,164.0,10,iOS,5.3.0
S519938,U145588,2025-12-02,663.0,11,Android,5.2.0
S519939,U145406,2025-10-23,590.0,11,iOS,5.2.0
S519940,U104176,2025-12-02,300.0,5,iOS,5.4.1
S519941,U142430,2025-12-22,443.0,10,iOS,5.4.0
S519942,U125750,2026-06-15,176.0,6,Android,5.2.0
S519943,U114891,2026-08-06,90.0,7,iOS,5.4.1
S519944,U134932,2026-07-07,309.0,6,iOS,5.2.0
S519945,U125555,2025-12-20,273.0,7,Android,5.2.0
S519946,U130859,2026-01-06,229.0,5,Android,5.3.0
S519947,U103461,2025-09-22,309.0,6,iOS,5.1.0
S519948,U134302,2025-12-20,257.0,8,iOS,5.3.0
S519949,U133200,2026-08-27,328.0,8,iOS,5.4.1
S519950,U131969,2025-12-22,227.0,8,Android,5.3.0
S519951,U119311,2026-01-04,305.0,9,Android,5.4.1
S519952,U142000,2025-12-29,421.0,7,Web,5.4.0
S519953,U112822,2026-01-11,165.0,6,Android,5.4.0
S519954,U123577,2025-04-28,524.0,7,Android,5.1.0
S519955,U107779,2026-05-07,1033.0,9,Android,5.1.0
S519956,U107944,2026-05-09,363.0,8,Web,5.4.0
S519957,U108857,2026-02-11,379.0,11,Web,5.4.1
S519958,U107990,2026-05-08,137.0,5,iOS,5.4.0
S519959,U116442,2025-03-03,487.0,9,Android,5.2.0
S519960,U115248,2026-04-09,228.0,11,Web,5.4.1
S519961,U144415,2026-03-10,,6,Android,5.3.0
S519962,U114250,2026-08-01,432.0,5,iOS,5.4.0
S519963,U133230,2026-03-11,176.0,6,iOS,5.2.0
S519964,U114992,2025-02-09,186.0,6,iOS,5.1.0
S519965,U134600,2026-05-16,556.0,8,Web,5.4.1
S519966,U146493,2025-10-24,531.0,9,iOS,5.3.0
S519967,U134383,2026-02-10,595.0,4,iOS,5.2.0
S519968,U143198,2025-05-05,306.0,8,Android,5.4.0
S519969,U112587,2025-05-17,213.0,13,iOS,5.2.0
S519970,U107608,2025-03-15,860.0,9,iOS,5.3.0
S519971,U138172,2026-01-05,168.0,10,Web,5.4.0
S519972,U142986,2026-03-01,847.0,12,Android,5.4.1
S519973,U117656,2026-03-07,513.0,7,Android,5.4.0
S519974,U100951,2026-03-12,287.0,5,Web,5.3.0
S519975,U131848,2025-08-31,239.0,9,Web,5.4.1
S519976,U106482,2025-09-30,122.0,9,Android,5.4.1
S519977,U135132,2026-07-29,247.0,6,Android,5.4.0
S519978,U121200,2025-09-05,416.0,11,Android,5.3.0
S519979,U149022,2026-01-21,1248.0,10,iOS,5.3.0
S519980,U131255,2026-06-11,636.0,4,Android,5.1.0
S519981,U138808,2026-02-06,485.0,6,Android,5.3.0
S519982,U146312,2026-01-20,255.0,5,iOS,5.4.0
S519983,U109485,2026-02-26,169.0,7,iOS,5.3.0
S519984,U103590,2026-03-25,183.0,9,Android,5.4.1
S519985,U109855,2026-08-17,469.0,13,Android,5.4.0
S519986,U113290,2025-12-12,338.0,9,Web,5.2.0
S519987,U146588,2025-12-31,287.0,8,Android,5.1.0
S519988,U118572,2026-03-03,246.0,7,Android,5.3.0
S519989,U127618,2026-01-18,1063.0,6,iOS,5.3.0
S519990,U146059,2026-06-09,147.0,7,Android,5.4.0
S519991,U124170,2025-08-18,122.0,8,Android,5.4.1
S519992,U143740,2025-10-13,143.0,6,iOS,5.2.0
S519993,U101632,2026-01-10,161.0,7,iOS,5.3.0
S519994,U103041,2026-08-16,83.0,7,Android,5.3.0
S519995,U101135,2025-08-21,57.0,4,Web,5.4.1
S519996,U120799,2026-08-14,317.0,8,iOS,5.4.0
S519997,U109200,2026-07-01,303.0,8,iOS,5.2.0
S519998,U130349,2025-12-31,587.0,3,Android,5.3.0
S519999,U138705,2025-11-09,217.0,5,iOS,5.3.0
S520000,U134435,2026-07-20,825.0,5,Android,5.2.0
S520001,U142746,2026-05-29,635.0,9,Android,5.4.0
S520002,U100624,2026-06-01,353.0,6,Android,5.4.0
S520003,U132683,2026-08-12,534.0,5,iOS,5.4.0
S520004,U131153,2025-11-05,1318.0,8,Android,5.4.1
S520005,U123160,2026-07-09,272.0,7,iOS,5.4.1
S520006,U107088,2026-02-25,368.0,7,Android,5.3.0
S520007,U133633,2026-03-03,255.0,14,Android,5.4.0
S520008,U134435,2026-06-27,348.0,9,Android,5.2.0
S520009,U107366,2025-12-12,838.0,8,iOS,5.4.0
S520010,U115414,2025-12-13,170.0,4,iOS,5.3.0
S520011,U104465,2026-08-23,367.0,6,Android,5.1.0
S520012,U146502,2025-11-23,271.0,10,Web,5.4.1
S520013,U122598,2025-12-12,192.0,7,Android,5.3.0
S520014,U135647,2026-07-01,511.0,6,Android,5.2.0
S520015,U119366,2025-09-06,241.0,8,Android,5.1.0
S520016,U113388,2025-12-30,345.0,4,iOS,5.4.1
S520017,U146733,2026-08-21,138.0,7,Android,5.4.0
S520018,U105823,2025-07-15,172.0,7,iOS,5.4.1
S520019,U128047,2026-07-03,,5,iOS,5.3.0
S520020,U111618,2026-01-02,335.0,5,iOS,5.4.1
S520021,U130521,2026-04-12,474.0,7,iOS,5.4.0
S520022,U121477,2026-07-24,212.0,3,iOS,5.4.0
S520023,U125558,2026-08-28,255.0,6,Web,5.4.0
S520024,U112677,2026-01-23,362.0,8,iOS,5.1.0
S520025,U124710,2025-09-13,141.0,7,Android,5.4.0
S520026,U137597,2025-09-25,154.0,7,iOS,5.2.0
S520027,U128914,2026-03-12,148.0,5,iOS,5.4.0
S520028,U146257,2026-02-24,119.0,8,iOS,5.1.0
S520029,U129444,2026-03-08,255.0,7,iOS,5.2.0
S520030,U113484,2026-07-13,296.0,5,iOS,5.4.0
S520031,U144468,2025-04-15,616.0,12,Android,5.4.1
S520032,U129024,2025-12-16,307.0,6,iOS,5.4.1
S520033,U103497,2026-01-02,104.0,4,Android,5.4.1
S520034,U147969,2025-11-03,556.0,12,Android,5.1.0
S520035,U126782,2025-08-30,200.0,6,iOS,5.4.1
S520036,U126360,2026-01-22,742.0,7,iOS,5.4.1
S520037,U115225,2026-02-13,372.0,5,Android,5.1.0
S520038,U139441,2026-02-25,329.0,6,Android,5.4.0
S520039,U131264,2025-11-10,276.0,6,iOS,5.3.0
S520040,U118177,2025-10-25,183.0,9,iOS,5.4.1
S520041,U149819,2026-02-26,920.0,9,Android,5.4.1
S520042,U110576,2026-06-24,73.0,4,Android,5.3.0
S520043,U114908,2026-05-03,206.0,8,Android,5.4.0
S520044,U107753,2026-04-08,237.0,5,iOS,5.4.0
S520045,U142104,2025-08-05,601.0,5,Web,5.4.1
S520046,U137316,2025-05-04,448.0,10,Web,5.1.0
S520047,U116067,2026-03-29,480.0,6,Web,5.4.0
S520048,U123007,2026-07-05,376.0,5,Web,5.2.0
S520049,U143430,2026-05-29,173.0,11,iOS,5.4.1
S520050,U125270,2026-08-29,206.0,4,Android,5.4.0
S520051,U100401,2026-07-22,228.0,4,Android,5.3.0
S520052,U136995,2025-08-11,373.0,10,Android,5.3.0
S520053,U122650,2025-10-30,194.0,7,Android,5.1.0
S520054,U105525,2026-08-13,148.0,3,Android,5.4.0
S520055,U107143,2026-05-05,171.0,7,iOS,5.4.1
S520056,U125427,2026-04-29,369.0,4,iOS,5.4.0
S520057,U140008,2026-07-10,328.0,10,Web,5.4.0
S520058,U134466,2026-06-14,338.0,8,Android,5.4.1
S520059,U145422,2026-06-21,298.0,9,iOS,5.1.0
S520060,U147218,2025-08-06,198.0,9,iOS,5.1.0
S520061,U104051,2025-12-23,294.0,8,iOS,5.3.0
S520062,U119282,2025-07-17,350.0,7,iOS,5.1.0
S520063,U104624,2026-06-09,79.0,2,Android,5.2.0
S520064,U111393,2025-11-20,390.0,9,iOS,5.3.0
S520065,U101070,2026-01-17,248.0,7,iOS,5.3.0
S520066,U141468,2025-05-03,222.0,5,iOS,5.4.0
S520067,U144482,2026-07-14,693.0,7,iOS,5.3.0
S520068,U149421,2026-05-16,236.0,5,iOS,5.3.0
S520069,U133914,2026-03-06,269.0,9,iOS,5.3.0
S520070,U115280,2026-05-03,328.0,6,iOS,5.4.0
S520071,U123697,2026-03-26,507.0,12,iOS,5.4.0
S520072,U107175,2025-11-04,88.0,6,Android,5.2.0
S520073,U114332,2026-05-25,1433.0,6,iOS,5.1.0
S520074,U141703,2025-12-25,806.0,4,Android,5.4.0
S520075,U131625,2025-11-18,349.0,8,iOS,5.3.0
S520076,U121854,2025-03-17,581.0,7,Android,5.3.0
S520077,U121253,2026-01-30,246.0,8,iOS,5.3.0
S520078,U129288,2026-08-16,734.0,9,Android,5.4.1
S520079,U119119,2026-06-11,852.0,4,iOS,5.2.0
S520080,U127271,2025-12-24,374.0,7,Android,5.3.0
S520081,U118607,2025-07-21,389.0,6,Android,5.4.0
S520082,U105912,2025-09-06,187.0,7,iOS,5.4.0
S520083,U115449,2026-01-01,96.0,8,iOS,5.4.0
S520084,U121996,2025-12-30,336.0,3,Android,5.1.0
S520085,U130216,2025-09-18,574.0,8,Android,5.4.0
S520086,U141957,2026-04-30,31.0,13,Android,5.3.0
S520087,U103491,2026-05-29,240.0,6,Android,5.1.0
S520088,U129650,2025-09-06,1880.0,4,Android,5.4.0
S520089,U108977,2026-08-28,594.0,4,Android,5.4.1
S520090,U129504,2026-03-13,488.0,9,iOS,5.4.0
S520091,U101169,2026-07-22,1007.0,9,Web,5.4.0
S520092,U147782,2026-02-27,345.0,6,Android,5.1.0
S520093,U100952,2026-06-24,676.0,6,Android,5.4.1
S520094,U115586,2025-01-13,511.0,4,Android,5.3.0
S520095,U116802,2026-07-18,183.0,8,iOS,5.4.0
S520096,U149988,2026-01-19,341.0,8,Android,5.4.0
S520097,U127270,2026-03-01,201.0,11,Android,5.1.0
S520098,U130305,2025-09-06,474.0,7,iOS,5.4.1
S520099,U108769,2026-07-28,468.0,7,Android,5.4.0
S520100,U130260,2025-03-05,55.0,9,iOS,5.4.0
S520101,U138480,2026-08-15,191.0,6,Android,5.4.1
S520102,U132891,2025-05-17,98.0,4,Android,5.4.0
S520103,U118056,2025-11-21,279.0,9,Web,5.4.0
S520104,U113278,2026-01-01,581.0,4,iOS,5.3.0
S520105,U143504,2026-02-04,127.0,7,iOS,5.4.0
S520106,U112655,2025-08-05,365.0,6,iOS,5.1.0
S520107,U108905,2026-03-04,303.0,4,iOS,5.1.0
S520108,U136490,2025-11-17,242.0,5,iOS,5.3.0
S520109,U109148,2026-08-16,345.0,7,iOS,5.4.0
S520110,U126648,2025-06-07,137.0,8,Android,5.2.0
S520111,U130843,2026-07-17,419.0,7,iOS,5.3.0
S520112,U101782,2026-05-25,541.0,7,Web,5.3.0
S520113,U109667,2025-06-11,224.0,11,Android,5.4.0
S520114,U107358,2025-04-03,95.0,5,Android,5.2.0
S520115,U103056,2026-07-10,140.0,6,iOS,5.1.0
S520116,U119679,2025-10-14,388.0,9,Android,5.1.0
S520117,U109297,2026-07-21,201.0,2,iOS,5.3.0
S520118,U148256,2026-01-14,668.0,4,Android,5.4.1
S520119,U100028,2026-05-05,348.0,8,Web,5.4.0
S520120,U102719,2026-04-13,158.0,7,Android,5.4.1
S520121,U127642,2026-05-12,525.0,9,Web,5.4.0
S520122,U105878,2025-12-02,450.0,11,Android,5.4.1
S520123,U123369,2025-08-13,222.0,11,Android,5.4.0
S520124,U146076,2025-12-22,166.0,7,Android,5.4.0
S520125,U140340,2025-02-22,396.0,6,Android,5.4.0
S520126,U122010,2026-05-28,298.0,6,iOS,5.4.1
S520127,U102468,2026-04-04,206.0,5,Android,5.1.0
S520128,U102161,2025-12-10,377.0,3,iOS,5.4.0
S520129,U114279,2026-04-24,356.0,6,Web,5.3.0
S520130,U106368,2025-10-23,550.0,5,iOS,5.4.1
S520131,U125804,2025-09-12,255.0,6,Android,5.4.0
S520132,U122156,2025-12-03,525.0,4,Android,5.3.0
S520133,U131296,2025-07-31,299.0,4,iOS,5.4.0
S520134,U130919,2026-03-06,309.0,9,Android,5.4.0
S520135,U106874,2026-01-09,309.0,10,Android,5.3.0
S520136,U104509,2026-02-12,172.0,6,Android,5.4.0
S520137,U113850,2025-10-31,196.0,4,iOS,5.4.0
S520138,U129053,2025-10-11,467.0,4,Web,5.4.1
S520139,U133286,2025-08-17,833.0,5,Web,5.4.0
S520140,U140095,2025-08-11,226.0,9,Android,5.4.0
S520141,U111730,2026-06-16,620.0,9,iOS,5.1.0
S520142,U137350,2026-08-12,421.0,3,Android,5.3.0
S520143,U118562,2026-02-02,319.0,6,Web,5.2.0
S520144,U100223,2026-06-10,256.0,7,iOS,5.3.0
S520145,U127809,2025-12-15,587.0,5,iOS,5.1.0
S520146,U125901,2026-07-28,283.0,7,Android,5.1.0
S520147,U113917,2026-03-06,174.0,8,Android,5.1.0
S520148,U120683,2025-10-20,286.0,5,iOS,5.4.1
S520149,U142944,2026-02-06,849.0,6,Android,5.3.0
S520150,U104060,2026-05-21,90.0,8,iOS,5.2.0
S520151,U109598,2025-07-22,740.0,4,iOS,5.3.0
S520152,U142281,2026-07-02,200.0,6,Android,5.4.1
S520153,U132266,2026-03-26,252.0,10,iOS,5.1.0
S520154,U136156,2025-12-27,313.0,9,Android,5.1.0
S520155,U147795,2025-07-05,79.0,5,Android,5.4.1
S520156,U100568,2025-07-12,305.0,10,Android,5.3.0
S520157,U115719,2025-09-08,165.0,8,iOS,5.3.0
S520158,U100844,2026-06-30,1117.0,10,Web,5.4.1
S520159,U137187,2025-10-19,714.0,6,Web,5.4.1
S520160,U124556,2026-04-24,105.0,8,Android,5.4.1
S520161,U107253,2026-04-10,81.0,6,Web,5.4.0
S520162,U129203,2026-01-14,514.0,8,Android,5.4.1
S520163,U108998,2026-02-17,161.0,13,Android,5.4.0
S520164,U139256,2025-05-26,164.0,5,iOS,5.4.0
S520165,U113414,2025-10-30,472.0,6,Android,5.4.0
S520166,U128638,2025-03-18,150.0,8,Android,5.4.0
S520167,U108222,2025-05-12,748.0,6,Web,5.3.0
S520168,U128241,2025-11-14,136.0,4,Android,5.1.0
S520169,U101293,2025-06-07,297.0,10,Android,5.4.0
S520170,U102996,2026-04-06,106.0,8,Android,5.4.0
S520171,U131597,2026-02-12,607.0,6,Android,5.4.1
S520172,U144978,2026-06-22,220.0,7,iOS,5.4.1
S520173,U147065,2026-04-03,137.0,9,Android,5.3.0
S520174,U135777,2026-04-27,314.0,3,Android,5.4.0
S520175,U144633,2025-07-05,302.0,4,iOS,5.2.0
S520176,U111520,2026-05-26,306.0,8,Android,5.2.0
S520177,U127199,2026-05-21,208.0,9,iOS,5.4.0
S520178,U133940,2026-07-08,144.0,6,Android,5.4.0
S520179,U133591,2026-05-31,133.0,8,Android,5.4.1
S520180,U127327,2026-07-24,455.0,7,Android,5.4.0
S520181,U131711,2026-05-11,485.0,6,Android,5.4.0
S520182,U149986,2026-05-09,522.0,9,iOS,5.4.0
S520183,U108616,2025-06-23,579.0,8,iOS,5.4.0
S520184,U130452,2025-09-17,563.0,7,Android,5.3.0
S520185,U107258,2025-03-15,140.0,3,Android,5.4.1
S520186,U113739,2026-06-29,221.0,15,Android,5.3.0
S520187,U119387,2025-11-06,275.0,10,iOS,5.4.1
S520188,U118960,2026-07-15,198.0,8,Android,5.4.1
S520189,U100568,2025-06-30,129.0,6,iOS,5.2.0
S520190,U114765,2025-05-23,81.0,8,iOS,5.2.0
S520191,U113007,2026-07-19,267.0,6,Android,5.3.0
S520192,U113305,2026-06-15,277.0,10,Android,5.4.0
S520193,U100650,2026-03-22,360.0,5,Web,5.3.0
S520194,U102174,2026-01-21,87.0,4,Android,5.3.0
S520195,U125757,2026-04-24,290.0,3,Android,5.1.0
S520196,U109852,2025-10-08,262.0,6,Android,5.4.0
S520197,U110950,2026-01-21,522.0,7,Web,5.2.0
S520198,U132501,2025-08-24,517.0,8,Android,5.4.0
S520199,U140931,2026-01-12,382.0,6,Web,5.3.0
S520200,U105082,2026-07-30,487.0,10,Android,5.4.0
S520201,U129284,2026-03-31,305.0,9,Web,5.1.0
S520202,U123082,2025-11-24,547.0,5,iOS,5.4.1
S520203,U135862,2026-02-25,222.0,7,Android,5.3.0
S520204,U127496,2026-06-27,563.0,10,iOS,5.2.0
S520205,U105554,2026-03-31,134.0,6,Android,5.1.0
S520206,U118032,2026-02-28,220.0,3,iOS,5.1.0
S520207,U128731,2026-07-03,58.0,5,iOS,5.4.1
S520208,U116902,2026-04-01,341.0,11,Android,5.1.0
S520209,U122330,2026-08-14,678.0,11,iOS,5.4.0
S520210,U129098,2025-11-20,113.0,7,iOS,5.2.0
S520211,U117286,2025-08-09,381.0,7,iOS,5.3.0
S520212,U104829,2026-03-17,417.0,7,iOS,5.4.0
S520213,U108633,2026-03-14,342.0,9,iOS,5.3.0
S520214,U127946,2026-03-18,377.0,7,iOS,5.2.0
S520215,U127814,2026-07-23,286.0,7,Android,5.4.1
S520216,U122653,2026-08-08,277.0,6,Web,5.1.0
S520217,U112858,2025-07-03,413.0,9,Android,5.4.0
S520218,U106047,2026-02-27,285.0,5,iOS,5.4.1
S520219,U104042,2025-05-18,350.0,7,iOS,5.2.0
S520220,U114591,2025-10-31,167.0,9,iOS,5.3.0
S520221,U131593,2026-06-05,246.0,7,Android,5.4.0
S520222,U124312,2025-12-16,176.0,5,iOS,5.4.0
S520223,U148180,2025-12-09,81.0,6,Android,5.4.1
S520224,U144922,2025-12-26,116.0,7,Android,5.4.1
S520225,U127013,2026-07-26,651.0,6,Android,5.1.0
S520226,U124423,2025-12-26,189.0,5,Web,5.3.0
S520227,U111494,2026-04-16,265.0,9,iOS,5.3.0
S520228,U105577,2026-02-20,352.0,10,Android,5.3.0
S520229,U125024,2026-04-24,295.0,5,iOS,5.4.1
S520230,U109054,2026-08-22,622.0,6,iOS,5.4.0
S520231,U111858,2025-11-07,976.0,11,Android,5.1.0
S520232,U148636,2026-03-02,373.0,10,Web,5.4.1
S520233,U127862,2026-04-22,180.0,3,iOS,5.4.0
S520234,U105120,2026-03-29,122.0,8,Android,5.4.0
S520235,U124962,2025-07-08,231.0,5,iOS,5.1.0
S520236,U104130,2025-08-22,808.0,5,Android,5.4.0
S520237,U120268,2025-04-29,343.0,6,iOS,5.3.0
S520238,U125044,2026-08-16,480.0,9,Android,5.4.0
S520239,U145955,2026-05-14,476.0,6,Android,5.3.0
S520240,U134948,2026-02-04,106.0,6,Android,5.4.0
S520241,U146277,2026-08-26,147.0,3,Android,5.1.0
S520242,U144337,2026-02-17,236.0,7,iOS,5.3.0
S520243,U135429,2025-06-14,197.0,5,iOS,5.2.0
S520244,U119264,2026-03-20,303.0,8,Web,5.3.0
S520245,U127901,2025-07-10,582.0,6,iOS,5.1.0
S520246,U139354,2025-05-09,247.0,6,Android,5.1.0
S520247,U114323,2025-09-21,792.0,8,Android,5.1.0
S520248,U133563,2026-02-20,699.0,6,iOS,5.4.1
S520249,U139470,2025-06-23,650.0,2,iOS,5.4.1
S520250,U108153,2025-11-05,226.0,9,iOS,5.2.0
S520251,U130718,2025-11-06,294.0,9,iOS,5.2.0
S520252,U103835,2026-08-03,214.0,8,Web,5.1.0
S520253,U124099,2026-04-08,115.0,4,iOS,5.4.1
S520254,U132852,2025-06-05,773.0,8,iOS,5.4.0
S520255,U145166,2026-06-29,213.0,9,Web,5.4.1
