transaction_id,user_id,transaction_date,transaction_type,asset,amount_eur,status
T935467,U123256,2026-02-14,Buy,ETH,2746.75,Completed
T935468,U101991,2026-03-07,Swap,ETH,100.9,Completed
T935469,U132745,2025-03-08,Swap,SOL,89.08,Pending
T935470,U107977,2025-06-23,Buy,BTC,32.07,Completed
T935471,U130097,2025-12-24,Swap,DOT,466.58,Completed
T935472,U120315,2026-05-19,Buy,SOL,147.42,Completed
T935473,U105115,2026-05-28,Swap,BORG,293.18,Completed
T935474,U134368,2026-05-17,Swap,BTC,337.46,Completed
T935475,U100971,2026-02-21,Buy,SOL,733.74,Completed
T935476,U104564,2026-07-30,Swap,BORG,827.04,Completed
T935477,U100924,2026-07-01,Buy,SOL,562.3,Completed
T935478,U129318,2026-08-31,Swap,DOT,59.17,Completed
T935479,U102508,2025-09-17,Swap,DOT,67.45,Completed
T935480,U130237,2025-05-17,Sell,XRP,99.27,Completed
T935481,U111418,2026-06-01,Sell,BORG,276.78,Completed
T935482,U136891,2025-09-28,Buy,BTC,413.4,Completed
T935483,U131749,2026-02-25,Swap,DOT,2619.1,Completed
T935484,U126336,2026-02-04,Buy,BORG,393.72,Completed
T935485,U108538,2026-01-05,Buy,SOL,53.87,Completed
T935486,U123892,2026-05-10,Swap,XRP,753.68,Completed
T935487,U131092,2026-08-12,Swap,SOL,268.18,Completed
T935488,U107272,2026-07-16,Swap,ETH,1018.38,Pending
T935489,U148526,2025-06-04,Swap,USDC,360.89,Completed
T935490,U148673,2026-01-01,Swap,XRP,156.07,Completed
T935491,U106204,2026-04-29,Swap,BTC,269.72,Completed
T935492,U144304,2025-10-16,Swap,ADA,410.78,Completed
T935493,U135606,2025-01-19,Swap,BORG,83.03,Completed
T935494,U106368,2026-07-30,Buy,ADA,802.18,Completed
T935495,U119816,2025-12-20,Swap,USDC,158.38,Completed
T935496,U132597,2026-05-23,Swap,DOT,384.61,Pending
T935497,U140210,2026-06-16,Sell,BTC,30.2,Completed
T935498,U108529,2025-11-26,Buy,USDC,1469.4,Completed
T935499,U134236,2026-02-05,Buy,ADA,155.25,Completed
T935500,U135872,2026-06-13,Swap,USDC,121.46,Completed
T935501,U101528,2025-06-30,Sell,BTC,437.84,Completed
T935502,U140704,2026-04-18,Buy,DOT,366.8,Completed
T935503,U125571,2025-04-30,Swap,BTC,377.1,Completed
T935504,U124268,2025-08-26,Swap,DOT,7029.85,Completed
T935505,U113645,2026-07-25,Buy,XRP,27.0,Completed
T935506,U142994,2025-12-06,Buy,USDC,212.25,Completed
T935507,U138561,2025-04-13,Buy,DOT,136.6,Completed
T935508,U145904,2025-10-21,Swap,BTC,326.84,Completed
T935509,U122322,2025-09-24,Swap,BTC,162.53,Completed
T935510,U125977,2025-08-11,Swap,USDC,42.12,Completed
T935511,U132315,2026-03-01,Buy,BTC,325.47,Completed
T935512,U140748,2026-02-27,Sell,USDC,362.05,Completed
T935513,U105004,2026-04-21,Buy,BORG,378.87,Completed
T935514,U102401,2026-02-05,Buy,XRP,226.12,Completed
T935515,U124529,2026-07-15,Buy,DOT,224.42,Completed
T935516,U101661,2025-09-26,Swap,ADA,247.27,Completed
T935517,U136216,2026-07-27,Sell,SOL,734.07,Completed
T935518,U144811,2025-04-20,Swap,SOL,347.11,Completed
T935519,U128612,2026-05-06,Buy,USDC,109.47,Completed
T935520,U113691,2026-07-16,Buy,SOL,16.21,Failed
T935521,U109441,2026-06-12,Buy,ADA,301.74,Completed
T935522,U139355,2025-12-01,Sell,ETH,113.25,Completed
T935523,U106035,2026-07-18,Buy,XRP,15.82,Completed
T935524,U100178,2026-06-02,Swap,ETH,1769.51,Completed
T935525,U100814,2025-09-28,Sell,ETH,2517.86,Completed
T935526,U102388,2026-07-25,Swap,ETH,248.68,Failed
T935527,U138299,2025-07-24,Swap,BORG,89.93,Completed
T935528,U107088,2026-06-08,Sell,ETH,1559.74,Completed
T935529,U118459,2026-07-24,Buy,XRP,329.62,Completed
T935530,U135812,2026-07-30,Buy,XRP,501.47,Completed
T935531,U131465,2025-11-16,Buy,ADA,41.45,Completed
T935532,U101903,2026-05-08,Sell,ETH,177.83,Completed
T935533,U129955,2026-04-27,Swap,BTC,152.77,Completed
T935534,U103199,2026-01-24,Swap,ADA,97.74,Completed
T935535,U128277,2026-07-20,Buy,SOL,374.57,Completed
T935536,U141701,2026-04-28,Buy,ADA,125.21,Completed
T935537,U133836,2026-04-03,Swap,XRP,301.31,Completed
T935538,U121843,2026-04-22,Swap,DOT,589.99,Completed
T935539,U111364,2026-08-10,Swap,ETH,38.51,Completed
T935540,U125499,2025-08-16,Buy,ADA,217.11,Completed
T935541,U137223,2026-04-26,Swap,SOL,52.83,Completed
T935542,U111820,2026-01-17,Buy,ADA,28.09,Completed
T935543,U114774,2026-08-03,Swap,ETH,318.09,Completed
T935544,U118205,2026-05-18,Sell,BORG,231.86,Completed
T935545,U100846,2026-04-28,Sell,ETH,66.35,Completed
T935546,U101529,2025-06-08,Sell,BTC,429.16,Completed
T935547,U149423,2025-11-28,Swap,ADA,209.34,Completed
T935548,U140984,2025-05-22,Sell,ETH,51.12,Completed
T935549,U107632,2026-08-02,Buy,ETH,118.97,Completed
T935550,U122749,2026-01-25,Buy,BTC,259.08,Completed
T935551,U139964,2025-06-30,Sell,ADA,1397.93,Completed
T935552,U133566,2026-05-02,Buy,USDC,39.2,Completed
T935553,U103712,2025-12-05,Buy,BORG,488.23,Completed
T935554,U117617,2025-12-28,Swap,SOL,53.92,Completed
T935555,U106246,2025-04-22,Buy,BORG,344.58,Completed
T935556,U118030,2026-07-23,Buy,XRP,527.61,Completed
T935557,U129332,2026-08-23,Buy,SOL,42.39,Completed
T935558,U109222,2026-08-06,Buy,BORG,282.97,Completed
T935559,U129293,2025-08-12,Sell,ADA,436.26,Completed
T935560,U120464,2025-09-03,Buy,ETH,108.58,Completed
T935561,U123861,2025-12-13,Buy,DOT,284.6,Completed
T935562,U109786,2026-01-19,Sell,DOT,1021.84,Completed
T935563,U130022,2025-07-20,Swap,USDC,288.64,Completed
T935564,U113376,2025-08-13,Swap,SOL,39.33,Completed
T935565,U126348,2025-12-27,Swap,SOL,370.07,Completed
T935566,U128936,2026-02-17,Sell,BORG,5951.18,Completed
T935567,U129650,2025-08-16,Swap,ETH,109.86,Completed
T935568,U137102,2026-03-19,Buy,ADA,794.4,Completed
T935569,U102554,2025-10-20,Sell,BORG,336.89,Completed
T935570,U130108,2026-08-06,Buy,BORG,107.74,Completed
T935571,U103423,2025-06-18,Buy,XRP,954.37,Completed
T935572,U100020,2026-06-30,Buy,BTC,109.97,Completed
T935573,U110581,2026-05-27,Buy,BTC,64.91,Completed
T935574,U123754,2026-04-11,Buy,USDC,361.18,Failed
T935575,U103531,2025-03-04,Buy,ETH,189.28,Completed
T935576,U146132,2026-08-30,Sell,USDC,271.64,Pending
T935577,U141978,2026-06-23,Buy,XRP,202.25,Pending
T935578,U132095,2025-12-04,Swap,SOL,731.14,Completed
T935579,U111091,2026-06-21,Buy,SOL,68.02,Completed
T935580,U127844,2026-03-15,Sell,ETH,1242.28,Completed
T935581,U100619,2026-03-04,Sell,BTC,403.53,Completed
T935582,U126451,2026-07-17,Buy,USDC,107.63,Completed
T935583,U108640,2025-10-03,Sell,USDC,101.24,Completed
T935584,U126049,2025-09-01,Sell,ETH,402.16,Completed
T935585,U131502,2025-11-22,Buy,BTC,88.52,Completed
T935586,U106417,2026-05-19,Buy,SOL,1857.44,Completed
T935587,U110829,2026-02-23,Sell,USDC,713.19,Completed
T935588,U112301,2025-10-12,Buy,XRP,638.97,Completed
T935589,U139368,2025-12-02,Buy,USDC,551.79,Completed
T935590,U107800,2026-02-21,Swap,ETH,1033.06,Completed
T935591,U116619,2025-05-22,Buy,SOL,381.7,Completed
T935592,U101267,2025-06-07,Sell,BORG,249.84,Failed
T935593,U114037,2026-01-17,Buy,BORG,346.14,Completed
T935594,U102722,2026-04-30,Buy,DOT,86.81,Completed
T935595,U146657,2026-06-04,Swap,BORG,247.61,Pending
T935596,U112155,2026-05-18,Buy,ADA,755.78,Completed
T935597,U110164,2026-02-07,Sell,SOL,478.9,Completed
T935598,U140507,2026-08-17,Buy,DOT,198.39,Completed
T935599,U121697,2026-07-20,Swap,USDC,13.04,Completed
T935600,U105791,2026-01-25,Swap,SOL,28.54,Completed
T935601,U120932,2025-10-05,Sell,XRP,55.05,Pending
T935602,U141927,2026-07-10,Buy,XRP,136.51,Completed
T935603,U110893,2026-07-02,Buy,BTC,84.1,Completed
T935604,U146049,2025-12-01,Sell,SOL,194.87,Completed
T935605,U144188,2026-06-11,Sell,BORG,261.22,Completed
T935606,U133080,2026-07-10,Buy,BORG,547.52,Completed
T935607,U141672,2026-03-23,Swap,USDC,119.13,Completed
T935608,U121572,2026-07-17,Buy,USDC,89.65,Completed
T935609,U138679,2026-06-09,Swap,DOT,422.4,Completed
T935610,U109324,2025-06-11,Buy,SOL,168.76,Completed
T935611,U103110,2026-07-20,Buy,ETH,81.52,Completed
T935612,U118601,2026-08-22,Sell,BTC,185.13,Completed
T935613,U103851,2025-10-06,Buy,DOT,548.93,Completed
T935614,U124830,2025-10-27,Buy,BTC,287.11,Completed
T935615,U133632,2026-04-21,Sell,USDC,2670.48,Completed
T935616,U121305,2025-07-16,Buy,ETH,206.82,Completed
T935617,U134749,2026-07-24,Swap,DOT,303.39,Completed
T935618,U128117,2025-10-08,Buy,BORG,306.58,Completed
T935619,U128459,2026-05-26,Sell,XRP,473.76,Completed
T935620,U140997,2025-07-10,Buy,BORG,959.35,Completed
T935621,U142196,2025-06-11,Swap,DOT,227.46,Completed
T935622,U142708,2025-12-04,Swap,XRP,268.14,Completed
T935623,U135893,2026-07-14,Swap,DOT,178.92,Completed
T935624,U121590,2026-04-09,Swap,DOT,54.14,Completed
T935625,U135423,2026-01-12,Swap,XRP,145.34,Completed
T935626,U133722,2026-04-28,Buy,BTC,51.25,Completed
T935627,U118303,2026-08-17,Buy,XRP,329.95,Completed
T935628,U114256,2025-11-18,Sell,BTC,251.92,Completed
T935629,U134357,2026-04-20,Buy,ETH,448.64,Failed
T935630,U105922,2025-02-17,Buy,SOL,363.29,Completed
T935631,U111113,2026-03-08,Swap,SOL,370.95,Completed
T935632,U141093,2025-04-17,Buy,BORG,348.38,Completed
T935633,U147130,2025-10-25,Sell,SOL,90.17,Completed
T935634,U119961,2025-03-12,Sell,USDC,65.69,Completed
T935635,U132731,2025-08-11,Sell,USDC,237.15,Completed
T935636,U109320,2025-08-14,Sell,USDC,32.17,Completed
T935637,U129125,2025-12-28,Buy,BORG,170.81,Completed
T935638,U127233,2026-06-30,Sell,SOL,2124.61,Completed
T935639,U110920,2026-06-19,Buy,ADA,84.68,Completed
T935640,U108571,2025-11-26,Buy,BORG,295.56,Completed
T935641,U142970,2026-08-08,Sell,SOL,151.07,Completed
T935642,U146407,2026-08-07,Sell,ETH,140.3,Completed
T935643,U139726,2026-04-06,Swap,ADA,203.29,Completed
T935644,U144172,2026-06-17,Buy,USDC,171.14,Completed
T935645,U148533,2026-01-03,Sell,BTC,1138.17,Completed
T935646,U138698,2026-03-16,Buy,USDC,77.97,Completed
T935647,U101679,2025-12-25,Swap,ADA,462.96,Completed
T935648,U130254,2025-07-15,Sell,ETH,305.1,Completed
T935649,U123667,2026-08-19,Buy,ETH,67.38,Completed
T935650,U135448,2026-06-14,Buy,ETH,120.17,Completed
T935651,U149575,2026-06-01,Swap,BORG,26.65,Completed
T935652,U148155,2026-08-28,Swap,USDC,1484.05,Completed
T935653,U106019,2025-10-12,Swap,BTC,64.96,Completed
T935654,U130967,2026-08-02,Swap,ETH,2332.18,Completed
T935655,U146029,2026-02-08,Swap,ADA,47.8,Completed
T935656,U137363,2025-11-11,Sell,BORG,306.84,Completed
T935657,U122846,2026-01-28,Buy,ADA,299.12,Completed
T935658,U100438,2025-06-30,Swap,USDC,148.28,Completed
T935659,U140919,2025-12-23,Swap,SOL,231.1,Pending
T935660,U118303,2026-02-27,Buy,SOL,71.66,Completed
T935661,U125745,2026-02-04,Buy,DOT,325.05,Completed
T935662,U110764,2025-12-24,Sell,BTC,706.63,Completed
T935663,U147588,2026-07-21,Sell,BTC,134.26,Completed
T935664,U108205,2025-11-15,Buy,DOT,204.33,Completed
T935665,U125482,2026-08-22,Buy,ADA,139.14,Completed
T935666,U130932,2026-01-04,Buy,ADA,506.31,Completed
T935667,U109094,2026-01-13,Buy,BTC,304.66,Completed
T935668,U126457,2026-08-10,Swap,ETH,254.13,Completed
T935669,U135341,2026-06-08,Buy,ADA,632.3,Completed
T935670,U118891,2026-04-13,Swap,SOL,66.54,Completed
T935671,U126766,2026-06-07,Swap,BORG,268.86,Completed
T935672,U140726,2026-08-09,Sell,ETH,141.77,Completed
T935673,U102501,2026-03-20,Buy,SOL,197.42,Completed
T935674,U104779,2026-08-24,Buy,ADA,43.07,Failed
T935675,U105143,2025-06-28,Buy,USDC,414.55,Failed
T935676,U109009,2026-06-09,Buy,BORG,453.64,Completed
T935677,U148052,2026-02-16,Swap,USDC,195.14,Completed
T935678,U149241,2025-12-16,Sell,BTC,391.65,Completed
T935679,U120849,2026-04-16,Sell,ETH,2277.25,Completed
T935680,U125850,2026-08-05,Swap,SOL,459.52,Completed
T935681,U107322,2026-06-14,Buy,XRP,45.1,Completed
T935682,U102936,2026-03-17,Sell,SOL,654.84,Completed
T935683,U138153,2026-03-20,Sell,ADA,75.55,Completed
T935684,U116329,2025-12-18,Buy,BORG,928.44,Completed
T935685,U105749,2025-05-24,Swap,USDC,44.09,Completed
T935686,U106074,2026-05-04,Swap,BTC,222.92,Completed
T935687,U126414,2026-06-17,Swap,SOL,253.33,Completed
T935688,U146862,2025-11-22,Sell,BORG,278.05,Completed
T935689,U140066,2025-09-13,Sell,ETH,30.94,Completed
T935690,U144014,2025-09-09,Buy,ADA,81.29,Completed
T935691,U139963,2026-06-22,Buy,BTC,523.17,Failed
T935692,U100681,2025-03-25,Swap,ADA,40.39,Completed
T935693,U109040,2026-01-31,Sell,ADA,256.24,Completed
T935694,U144609,2026-04-05,Swap,USDC,6637.35,Completed
T935695,U139916,2025-09-12,Swap,SOL,245.69,Completed
T935696,U126369,2025-10-02,Swap,DOT,622.66,Completed
T935697,U127161,2025-05-25,Buy,SOL,369.74,Completed
T935698,U145920,2026-07-15,Swap,ETH,105.14,Completed
T935699,U105734,2026-08-05,Swap,BTC,117.21,Completed
T935700,U110104,2026-07-29,Buy,BORG,1131.14,Completed
T935701,U141684,2026-01-16,Buy,BORG,708.12,Completed
T935702,U114807,2026-04-20,Sell,BORG,350.25,Completed
T935703,U107412,2026-06-12,Sell,DOT,133.39,Completed
T935704,U117752,2026-04-18,Buy,DOT,206.38,Completed
T935705,U148673,2025-08-31,Sell,XRP,1047.91,Completed
T935706,U123555,2026-01-09,Swap,XRP,140.05,Failed
T935707,U109160,2026-04-21,Buy,BTC,285.53,Completed
T935708,U103525,2026-07-13,Buy,USDC,46.78,Completed
T935709,U110412,2026-02-04,Swap,DOT,69.34,Completed
T935710,U139914,2025-08-11,Sell,XRP,1731.88,Completed
T935711,U141740,2026-07-11,Sell,SOL,231.66,Completed
T935712,U132731,2026-03-10,Buy,DOT,97.2,Failed
T935713,U139243,2025-07-24,Buy,USDC,183.94,Completed
T935714,U105315,2026-01-22,Buy,DOT,461.82,Completed
T935715,U132292,2026-06-06,Swap,ETH,36.68,Completed
T935716,U120679,2025-12-03,Buy,BTC,130.89,Completed
T935717,U122100,2026-02-15,Buy,USDC,471.94,Completed
T935718,U119119,2025-09-22,Buy,ETH,243.1,Completed
T935719,U139959,2026-05-24,Sell,BORG,131.51,Completed
T935720,U113129,2026-02-12,Sell,USDC,68.45,Completed
T935721,U138538,2026-07-31,Sell,XRP,59.95,Completed
T935722,U149388,2025-12-20,Swap,SOL,126.68,Completed
T935723,U132137,2025-04-18,Buy,DOT,1108.33,Completed
T935724,U133097,2026-08-17,Buy,DOT,274.69,Completed
T935725,U129993,2025-10-20,Buy,XRP,1152.88,Completed
T935726,U128867,2026-03-25,Swap,ETH,572.43,Completed
T935727,U109791,2026-05-07,Buy,ADA,579.27,Completed
T935728,U135390,2026-01-11,Buy,BORG,58.39,Completed
T935729,U110140,2026-02-18,Buy,ETH,379.45,Completed
T935730,U111153,2026-06-22,Buy,DOT,816.33,Completed
T935731,U104379,2025-07-09,Sell,XRP,251.4,Completed
T935732,U106173,2026-08-13,Buy,BTC,78.02,Completed
T935733,U119798,2025-11-25,Buy,ADA,47.55,Completed
T935734,U100170,2025-06-02,Swap,BTC,481.7,Completed
T935735,U113006,2026-05-04,Swap,XRP,816.21,Completed
T935736,U124335,2026-04-27,Swap,DOT,225.39,Completed
T935737,U133909,2025-11-23,Buy,SOL,56.4,Completed
T935738,U134860,2026-01-31,Swap,XRP,391.24,Completed
T935739,U109619,2026-03-16,Swap,BTC,81.33,Completed
T935740,U100046,2026-05-19,Swap,DOT,99.73,Completed
T935741,U128453,2026-06-01,Sell,XRP,62.72,Completed
T935742,U112938,2026-08-16,Buy,USDC,67.31,Completed
T935743,U108143,2026-04-30,Buy,ADA,92.06,Completed
T935744,U144163,2026-05-20,Buy,USDC,586.06,Completed
T935745,U138302,2025-03-27,Swap,DOT,350.46,Completed
T935746,U143207,2026-06-12,Swap,SOL,868.36,Completed
T935747,U119206,2025-11-29,Swap,USDC,30.41,Completed
T935748,U104114,2025-11-10,Swap,ETH,733.3,Failed
T935749,U148274,2025-05-25,Buy,SOL,22.8,Completed
T935750,U136543,2026-05-03,Sell,ETH,660.18,Completed
T935751,U122613,2026-08-27,Swap,DOT,53.61,Completed
T935752,U122020,2025-12-21,Buy,DOT,221.42,Completed
T935753,U101649,2025-10-05,Swap,XRP,1254.17,Failed
T935754,U113687,2026-01-30,Sell,BTC,195.55,Completed
T935755,U118654,2026-06-29,Sell,SOL,259.42,Failed
T935756,U138088,2025-05-03,Swap,BORG,97.55,Completed
T935757,U121504,2026-05-22,Sell,BORG,107.5,Completed
T935758,U100504,2026-02-05,Swap,XRP,489.05,Completed
T935759,U120815,2025-10-24,Buy,ETH,206.84,Completed
T935760,U139171,2025-05-08,Buy,USDC,582.75,Completed
T935761,U137903,2026-08-17,Buy,ADA,252.5,Completed
T935762,U103669,2026-07-07,Sell,XRP,553.95,Completed
T935763,U135540,2026-04-25,Buy,ADA,494.1,Completed
T935764,U133364,2026-05-16,Buy,XRP,453.72,Completed
T935765,U127020,2025-12-03,Swap,SOL,1041.75,Completed
T935766,U111119,2025-11-26,Swap,USDC,334.72,Completed
T935767,U114956,2025-09-19,Buy,ADA,940.01,Completed
T935768,U135618,2026-06-07,Sell,ADA,411.07,Completed
T935769,U110945,2026-08-07,Swap,SOL,501.63,Completed
T935770,U143399,2026-04-30,Swap,XRP,17.47,Completed
T935771,U141300,2025-12-03,Buy,USDC,130.19,Completed
T935772,U143603,2025-12-30,Buy,DOT,370.93,Completed
T935773,U115502,2025-04-03,Buy,BTC,387.77,Completed
T935774,U147947,2026-04-17,Sell,BTC,65.63,Pending
T935775,U146952,2026-03-01,Buy,DOT,154.11,Completed
T935776,U141945,2026-06-24,Buy,ADA,86.91,Completed
T935777,U136840,2026-01-12,Sell,BORG,127.61,Completed
T935778,U138420,2026-04-29,Sell,USDC,208.83,Completed
T935779,U116095,2026-06-16,Sell,SOL,84.22,Completed
T935780,U122617,2025-08-15,Sell,XRP,265.39,Completed
T935781,U136388,2026-05-23,Swap,SOL,11.94,Completed
T935782,U147276,2025-12-13,Sell,BORG,667.11,Completed
T935783,U121829,2025-08-01,Swap,XRP,795.81,Completed
T935784,U103721,2025-10-14,Sell,ADA,365.65,Completed
T935785,U140748,2025-12-02,Buy,USDC,73.24,Completed
T935786,U101444,2026-06-20,Sell,BTC,267.13,Completed
T935787,U145140,2026-04-08,Swap,ADA,1711.38,Completed
T935788,U109131,2026-07-05,Sell,XRP,91.23,Completed
T935789,U125299,2026-03-11,Buy,USDC,2298.53,Completed
T935790,U111356,2026-03-21,Sell,ADA,154.19,Completed
T935791,U143917,2026-04-15,Sell,ETH,135.03,Completed
T935792,U118646,2026-07-01,Buy,XRP,70.16,Completed
T935793,U128743,2026-04-22,Swap,SOL,652.17,Failed
T935794,U122174,2026-02-24,Sell,XRP,338.35,Completed
T935795,U109935,2026-04-23,Swap,DOT,114.69,Completed
T935796,U136270,2026-03-31,Buy,ADA,491.86,Completed
T935797,U127811,2026-04-20,Sell,DOT,243.5,Completed
T935798,U100674,2026-04-06,Sell,ADA,384.14,Completed
T935799,U134000,2026-07-03,Sell,XRP,40.85,Completed
T935800,U106224,2025-05-15,Swap,USDC,4068.8,Completed
T935801,U130265,2025-10-11,Swap,ADA,71.18,Completed
T935802,U131304,2026-07-25,Sell,ETH,192.3,Completed
T935803,U118528,2026-02-23,Buy,BORG,682.61,Failed
T935804,U118318,2026-07-25,Swap,BTC,319.09,Completed
T935805,U101656,2025-05-31,Swap,XRP,1004.21,Completed
T935806,U120448,2026-01-06,Sell,DOT,117.61,Completed
T935807,U130807,2026-01-24,Swap,DOT,217.27,Completed
T935808,U134469,2026-05-17,Buy,BORG,324.5,Completed
T935809,U111488,2026-02-24,Buy,BORG,274.66,Completed
T935810,U139897,2026-07-27,Swap,BTC,710.78,Completed
T935811,U138071,2026-06-04,Buy,XRP,114.68,Completed
T935812,U143156,2026-07-15,Sell,XRP,658.47,Completed
T935813,U122559,2026-08-13,Sell,SOL,5645.47,Completed
T935814,U124113,2025-08-17,Buy,XRP,319.51,Completed
T935815,U107435,2026-07-15,Buy,SOL,60.37,Completed
T935816,U134740,2026-03-11,Buy,USDC,859.8,Completed
T935817,U115545,2026-07-16,Sell,ADA,175.73,Completed
T935818,U109787,2026-04-03,Swap,ADA,226.78,Pending
T935819,U147572,2026-07-04,Buy,BTC,342.81,Completed
T935820,U134478,2026-06-26,Buy,SOL,59.91,Completed
T935821,U140536,2026-05-28,Buy,ETH,441.98,Completed
T935822,U126603,2025-09-16,Buy,BTC,277.06,Completed
T935823,U123035,2026-06-10,Buy,BTC,1001.75,Failed
T935824,U139101,2026-02-08,Swap,USDC,141.22,Completed
T935825,U132672,2026-06-09,Buy,DOT,647.7,Completed
T935826,U132879,2025-06-17,Sell,BTC,109.83,Completed
T935827,U102106,2026-01-03,Swap,BTC,184.9,Completed
T935828,U101790,2026-08-16,Buy,ADA,664.37,Completed
T935829,U110001,2025-10-28,Buy,ETH,362.68,Completed
T935830,U102732,2026-08-03,Buy,USDC,195.84,Completed
T935831,U147578,2025-04-26,Buy,USDC,1073.65,Completed
T935832,U140454,2026-06-23,Buy,XRP,245.74,Completed
T935833,U108241,2025-09-13,Buy,DOT,237.41,Completed
T935834,U134939,2026-08-08,Buy,BTC,2808.09,Completed
T935835,U103069,2025-09-07,Swap,ADA,744.36,Completed
T935836,U139888,2026-08-03,Buy,ETH,429.72,Completed
T935837,U141728,2026-04-29,Buy,ADA,595.38,Completed
T935838,U143714,2026-06-11,Sell,ADA,266.02,Completed
T935839,U122770,2026-06-14,Buy,BORG,120.17,Pending
T935840,U144340,2026-08-05,Swap,BORG,77.31,Completed
T935841,U120972,2026-01-26,Swap,USDC,23.56,Pending
T935842,U139861,2025-07-27,Swap,SOL,86.61,Completed
T935843,U126316,2026-08-10,Swap,DOT,108.55,Completed
T935844,U136077,2025-02-09,Swap,XRP,740.48,Completed
T935845,U143935,2026-05-17,Buy,BORG,384.8,Completed
T935846,U142995,2026-06-10,Buy,SOL,50.09,Completed
T935847,U131058,2026-06-27,Buy,ADA,191.74,Completed
T935848,U125875,2025-10-24,Swap,USDC,150.95,Completed
T935849,U129162,2025-12-28,Sell,ETH,359.7,Completed
T935850,U145855,2026-02-25,Buy,XRP,170.96,Completed
T935851,U106237,2026-08-15,Buy,USDC,1224.18,Completed
T935852,U140297,2026-05-27,Buy,SOL,157.87,Completed
T935853,U145359,2025-03-22,Sell,DOT,241.83,Completed
T935854,U137613,2026-02-04,Swap,ADA,752.4,Completed
T935855,U131810,2026-02-07,Swap,ETH,138.3,Completed
T935856,U141412,2026-05-17,Sell,USDC,89.14,Completed
T935857,U140702,2026-04-29,Sell,ETH,102.91,Completed
T935858,U124110,2026-01-24,Swap,DOT,1072.37,Completed
T935859,U117394,2026-01-28,Buy,USDC,87.44,Pending
T935860,U100273,2025-07-31,Buy,USDC,33.42,Pending
T935861,U103079,2025-07-05,Swap,ADA,33.23,Completed
T935862,U102914,2026-01-09,Swap,ETH,222.65,Completed
T935863,U143910,2025-12-14,Buy,BTC,146.88,Completed
T935864,U130122,2026-06-04,Swap,ETH,52.29,Pending
T935865,U104459,2025-07-30,Sell,ETH,213.18,Completed
T935866,U115292,2026-08-05,Sell,BTC,402.25,Completed
T935867,U105552,2026-04-21,Buy,BTC,141.96,Completed
T935868,U130507,2026-07-20,Buy,BORG,173.38,Failed
T935869,U149990,2025-12-06,Swap,XRP,2320.44,Completed
T935870,U109686,2025-07-12,Buy,ADA,62.99,Completed
T935871,U133071,2026-05-06,Buy,USDC,110.95,Completed
T935872,U117545,2026-05-24,Buy,ADA,247.07,Completed
T935873,U127348,2026-03-31,Swap,DOT,266.8,Pending
T935874,U116499,2025-09-26,Swap,DOT,157.64,Completed
T935875,U127279,2025-05-19,Swap,USDC,182.53,Completed
T935876,U120133,2026-04-06,Buy,BORG,135.56,Completed
T935877,U148756,2026-02-18,Buy,SOL,158.36,Completed
T935878,U120210,2025-09-12,Buy,SOL,1282.81,Completed
T935879,U141488,2026-05-06,Sell,DOT,192.09,Completed
T935880,U113929,2025-08-22,Swap,XRP,27.7,Completed
T935881,U105098,2026-02-03,Buy,ADA,249.23,Completed
T935882,U147288,2026-06-27,Buy,USDC,25.63,Completed
T935883,U141002,2026-05-07,Swap,BORG,155.31,Completed
T935884,U104803,2026-04-04,Swap,SOL,160.59,Completed
T935885,U111051,2026-08-08,Sell,BORG,62.8,Completed
T935886,U140620,2026-03-27,Sell,BTC,48.05,Completed
T935887,U130561,2026-07-24,Swap,USDC,183.65,Completed
T935888,U105236,2026-05-09,Sell,BTC,622.62,Completed
T935889,U120605,2025-11-17,Sell,DOT,419.82,Completed
T935890,U118890,2025-10-29,Sell,SOL,374.19,Completed
T935891,U116028,2026-05-22,Swap,DOT,102.84,Completed
T935892,U106688,2025-09-17,Sell,DOT,356.62,Completed
T935893,U108053,2026-03-13,Sell,XRP,185.81,Completed
T935894,U148925,2026-04-05,Swap,USDC,15.67,Completed
T935895,U141444,2026-08-27,Buy,SOL,165.07,Completed
T935896,U125363,2025-02-04,Buy,USDC,568.53,Completed
T935897,U104723,2026-05-19,Swap,SOL,128.66,Completed
T935898,U135377,2026-07-11,Sell,SOL,866.02,Completed
T935899,U137812,2026-08-21,Sell,XRP,158.32,Completed
T935900,U119569,2025-06-27,Buy,BTC,964.61,Completed
T935901,U111541,2026-08-26,Buy,BTC,80.91,Completed
T935902,U111093,2026-02-20,Sell,ADA,61.55,Completed
T935903,U108918,2026-07-11,Sell,ADA,59.51,Completed
T935904,U114588,2026-06-02,Sell,SOL,612.45,Completed
T935905,U132504,2026-03-27,Sell,BORG,267.16,Completed
T935906,U102327,2026-08-15,Buy,DOT,524.31,Completed
T935907,U128869,2026-07-29,Buy,USDC,227.07,Completed
T935908,U110610,2026-07-13,Buy,BORG,447.79,Completed
T935909,U142369,2026-04-06,Buy,SOL,260.6,Completed
T935910,U137555,2026-03-07,Sell,XRP,162.23,Completed
T935911,U122836,2026-03-14,Swap,XRP,232.57,Pending
T935912,U113230,2026-05-11,Buy,BTC,27.59,Completed
T935913,U102284,2026-04-25,Sell,ADA,256.04,Completed
T935914,U109661,2026-02-16,Swap,BORG,39.89,Completed
T935915,U106360,2026-05-24,Buy,SOL,169.85,Completed
